NP_027422.1	NP_027422.1; NP_849661.1	303; 293	Pfam	PF06454; PF06454	Protein of unknown function (DUF1084); Protein of unknown function (DUF1084)	5.5E-146; 1.1E-145	IPR009457; IPR009457	THH1/TOM1/TOM3 domain; THH1/TOM1/TOM3 domain
NP_173874.2	NP_849706.4; NP_001185090.1; NP_001117349.4; NP_173874.2	326; 326; 326; 326	Pfam	PF03331; PF03331; PF03331; PF03331	UDP-3-O-acyl N-acetylglycosamine deacetylase; UDP-3-O-acyl N-acetylglycosamine deacetylase; UDP-3-O-acyl N-acetylglycosamine deacetylase; UDP-3-O-acyl N-acetylglycosamine deacetylase	8.9E-89; 8.9E-89; 8.9E-89; 8.9E-89	IPR004463; IPR004463; IPR004463; IPR004463	UDP-3-O-acyl N-acetylglucosamine deacetylase; UDP-3-O-acyl N-acetylglucosamine deacetylase; UDP-3-O-acyl N-acetylglucosamine deacetylase; UDP-3-O-acyl N-acetylglucosamine deacetylase
NP_173876.1	NP_173886.1; NP_173876.1	216; 216	Pfam	; 	; 	; 	; 	; 
NP_173877.1	NP_173877.1; NP_173891.1; NP_173887.1; NP_173883.1	258; 258; 258; 258	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
NP_173885.1	NP_564225.1; NP_173885.1; NP_564224.1	222; 222; 222	Pfam	PF00117; PF00117; PF00117	Glutamine amidotransferase class-I; Glutamine amidotransferase class-I; Glutamine amidotransferase class-I	3.9E-50; 3.9E-50; 3.9E-50	IPR017926; IPR017926; IPR017926	Glutamine amidotransferase; Glutamine amidotransferase; Glutamine amidotransferase
NP_173916.1	NP_173916.1; NP_177020.1	492; 497	Pfam	PF08541, PF08392; PF08541, PF08392	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal, FAE1/Type III polyketide synthase-like protein; 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal, FAE1/Type III polyketide synthase-like protein	3.4E-12, 1.5E-137; 5.3E-12, 5.5E-136	IPR013747, IPR013601; IPR013747, IPR013601	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal, FAE1/Type III polyketide synthase-like protein; 3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal, FAE1/Type III polyketide synthase-like protein
NP_173923.1	NP_173923.1; NP_177032.1	230; 228	Pfam	PF01169; PF01169	Uncharacterized protein family UPF0016; Uncharacterized protein family UPF0016	1.6E-21; 2.5E-21	IPR001727; IPR001727	Gdt1 family; Gdt1 family
NP_173964.1	NP_173964.1; NP_173966.1; NP_564245.1; NP_564244.1	527; 529; 530; 535	Pfam	PF01565, PF08031; PF08031, PF01565; PF08031, PF01565; PF08031, PF01565	FAD binding domain, Berberine and berberine like; Berberine and berberine like, FAD binding domain; Berberine and berberine like, FAD binding domain; Berberine and berberine like, FAD binding domain	7.9E-26, 5.0E-16; 1.9E-19, 7.5E-26; 2.2E-19, 2.2E-26; 7.1E-18, 1.2E-27	IPR006094, IPR012951; IPR012951, IPR006094; IPR012951, IPR006094; IPR012951, IPR006094	FAD linked oxidase, N-terminal, Berberine/berberine-like; Berberine/berberine-like, FAD linked oxidase, N-terminal; Berberine/berberine-like, FAD linked oxidase, N-terminal; Berberine/berberine-like, FAD linked oxidase, N-terminal
NP_173979.1	NP_173979.1; NP_189582.1; NP_197053.1; NP_198748.1	481; 480; 480; 480	Pfam	PF03720, PF00984, PF03721; PF03720, PF03721, PF00984; PF03720, PF03721, PF00984; PF00984, PF03721, PF03720	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain; UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, central domain; UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, central domain; UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain	1.3E-35, 7.8E-33, 1.5E-67; 7.5E-36, 2.0E-66, 3.7E-32; 1.7E-35, 5.1E-66, 9.4E-32; 4.3E-32, 3.0E-66, 6.7E-36	IPR014027, IPR014026, IPR001732; IPR014027, IPR001732, IPR014026; IPR014027, IPR001732, IPR014026; IPR014026, IPR001732, IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, N-terminal; UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, dimerisation; UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, dimerisation; UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, C-terminal
NP_173994.1	NP_173994.1; NP_564258.1	169; 168	Pfam	; 	; 	; 	; 	; 
NP_173995.1	NP_173995.1; NP_174768.2	750; 751	Pfam	PF03124, PF03105; PF03105, PF03124	EXS family, SPX domain; SPX domain, EXS family	5.8E-86, 6.8E-62; 8.1E-58, 7.4E-86	IPR004342, IPR004331; IPR004331, IPR004342	EXS, C-terminal, SPX domain; SPX domain, EXS, C-terminal
NP_174005.1	NP_174005.1; NP_001319357.1	732; 732	Pfam	PF00888, PF10557; PF00888, PF10557	Cullin family, Cullin protein neddylation domain; Cullin family, Cullin protein neddylation domain	1.9E-222, 1.1E-24; 3.1E-218, 1.3E-24	IPR001373, IPR019559; IPR001373, IPR019559	Cullin, N-terminal, Cullin protein, neddylation domain; Cullin, N-terminal, Cullin protein, neddylation domain
NP_174010.1	NP_174010.1; NP_177120.1; NP_189532.1	120; 119; 120	Pfam	PF01199; PF01199; PF01199	Ribosomal protein L34e; Ribosomal protein L34e; Ribosomal protein L34e	3.0E-38; 8.5E-38; 5.5E-37	IPR008195; IPR008195; IPR008195	Ribosomal protein L34Ae; Ribosomal protein L34Ae; Ribosomal protein L34Ae
NP_174013.1	NP_174013.1; NP_563945.2; NP_564878.1	221; 220; 221	Pfam	PF00252; PF00252; PF00252	Ribosomal protein L16p/L10e; Ribosomal protein L16p/L10e; Ribosomal protein L16p/L10e	5.1E-35; 5.1E-35; 6.9E-35	IPR016180; IPR016180; IPR016180	Ribosomal protein L10e/L16; Ribosomal protein L10e/L16; Ribosomal protein L10e/L16
NP_174060.1	NP_174060.1; NP_176910.1	176; 175	Pfam	PF00237; PF00237	Ribosomal protein L22p/L17e; Ribosomal protein L22p/L17e	3.0E-39; 6.1E-39	IPR001063; IPR001063	Ribosomal protein L22/L17; Ribosomal protein L22/L17
NP_174064.1	NP_174064.1; NP_568941.1	412; 415	Pfam	PF03016; PF03016	Exostosin family; Exostosin family	2.9E-73; 4.3E-71	IPR040911; IPR040911	Exostosin, GT47 domain; Exostosin, GT47 domain
NP_174103.1	NP_174103.1; NP_174110.1	310; 302	Pfam	PF04857; PF04857	CAF1 family ribonuclease; CAF1 family ribonuclease	1.9E-11; 4.4E-10	IPR006941; IPR006941	Ribonuclease CAF1; Ribonuclease CAF1
NP_174115.1	NP_174115.1; NP_174122.1	1245; 1247	Pfam	PF00005, PF00664; PF00005, PF00664	ABC transporter, ABC transporter transmembrane region; ABC transporter, ABC transporter transmembrane region	8.2E-36, 5.4E-53; 5.2E-36, 4.1E-51	IPR003439, IPR011527; IPR003439, IPR011527	ABC transporter-like, ATP-binding domain, ABC transporter type 1, transmembrane domain; ABC transporter-like, ATP-binding domain, ABC transporter type 1, transmembrane domain
NP_174148.1	NP_174148.1; NP_850219.1	110; 110	Pfam	PF05498; PF05498	Rapid ALkalinization Factor (RALF); Rapid ALkalinization Factor (RALF)	1.3E-25; 8.4E-28	IPR008801; IPR008801	Rapid ALkalinization Factor; Rapid ALkalinization Factor
NP_174167.1	NP_174167.1; NP_174168.1; NP_001077625.1	185; 182; 185	Pfam	PF00319; PF00319; PF00319	SRF-type transcription factor (DNA-binding and dimerisation domain); SRF-type transcription factor (DNA-binding and dimerisation domain); SRF-type transcription factor (DNA-binding and dimerisation domain)	5.3E-16; 2.8E-20; 8.1E-19	IPR002100; IPR002100; IPR002100	Transcription factor, MADS-box; Transcription factor, MADS-box; Transcription factor, MADS-box
NP_174179.3	NP_174179.3; NP_174180.1	389; 390	Pfam	PF00657; PF00657	GDSL-like Lipase/Acylhydrolase; GDSL-like Lipase/Acylhydrolase	8.9E-33; 3.8E-31	IPR001087; IPR001087	GDSL lipase/esterase; GDSL lipase/esterase
NP_174185.2	NP_174185.2; NP_174188.1; NP_174186.1; NP_564314.1	389; 384; 385; 383	Pfam	PF00657; PF00657; PF00657; PF00657	GDSL-like Lipase/Acylhydrolase; GDSL-like Lipase/Acylhydrolase; GDSL-like Lipase/Acylhydrolase; GDSL-like Lipase/Acylhydrolase	1.1E-31; 1.3E-32; 6.2E-32; 2.2E-32	IPR001087; IPR001087; IPR001087; IPR001087	GDSL lipase/esterase; GDSL lipase/esterase; GDSL lipase/esterase; GDSL lipase/esterase
NP_174229.2	NP_174229.2; NP_174230.2	831; 831	Pfam	PF06972; PF06972	Protein of unknown function (DUF1296); Protein of unknown function (DUF1296)	3.7E-30; 3.7E-30	IPR009719; IPR009719	GBF-interacting protein 1, N-terminal; GBF-interacting protein 1, N-terminal
NP_174236.1	NP_174236.1; NP_198130.1; NP_174237.2; NP_564332.1; NP_174243.1; NP_001319107.1	141; 142; 141; 143; 135; 141	Pfam	PF02519; PF02519; PF02519; PF02519; PF02519; PF02519	Auxin responsive protein; Auxin responsive protein; Auxin responsive protein; Auxin responsive protein; Auxin responsive protein; Auxin responsive protein	4.1E-25; 1.3E-24; 3.5E-24; 4.3E-25; 7.4E-24; 2.9E-24	IPR003676; IPR003676; IPR003676; IPR003676; IPR003676; IPR003676	Small auxin-up RNA; Small auxin-up RNA; Small auxin-up RNA; Small auxin-up RNA; Small auxin-up RNA; Small auxin-up RNA
NP_174240.2	NP_174240.2; NP_001324716.1	770; 770	Pfam	PF03141; PF03141	Putative S-adenosyl-L-methionine-dependent methyltransferase; Putative S-adenosyl-L-methionine-dependent methyltransferase	9.4E-234; 8.0E-236	IPR004159; IPR004159	Putative S-adenosyl-L-methionine-dependent methyltransferase; Putative S-adenosyl-L-methionine-dependent methyltransferase
NP_174248.1	NP_174248.1; NP_174252.2	240; 240	Pfam	PF01652; PF01652	Eukaryotic initiation factor 4E; Eukaryotic initiation factor 4E	9.9E-49; 1.5E-48	IPR001040; IPR001040	Translation Initiation factor eIF- 4e; Translation Initiation factor eIF- 4e
NP_174286.1	NP_174286.1; NP_564340.1; NP_564339.1; NP_565786.1; NP_565787.1; NP_178582.1	267; 267; 267; 265; 266; 265	Pfam	PF00504; PF00504; PF00504; PF00504; PF00504; PF00504	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein	1.0E-49; 1.0E-49; 1.0E-49; 1.1E-49; 1.1E-49; 3.7E-49	IPR022796; IPR022796; IPR022796; IPR022796; IPR022796; IPR022796	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein
NP_174289.2	NP_174289.2; NP_001319068.1	169; 169	Pfam	PF10502; PF10502	Signal peptidase, peptidase S26; Signal peptidase, peptidase S26	2.2E-14; 5.2E-14	IPR019533; IPR019533	Peptidase S26; Peptidase S26
NP_174304.1	NP_174304.1; NP_181006.1	406; 406	Pfam	PF02780, PF02779; PF02780, PF02779	Transketolase, C-terminal domain, Transketolase, pyrimidine binding domain; Transketolase, C-terminal domain, Transketolase, pyrimidine binding domain	5.3E-37, 2.4E-47; 2.0E-36, 2.4E-47	IPR033248, IPR005475; IPR033248, IPR005475	Transketolase, C-terminal domain, Transketolase-like, pyrimidine-binding domain; Transketolase, C-terminal domain, Transketolase-like, pyrimidine-binding domain
NP_174329.1	NP_174329.1; NP_181013.1	1622; 1623	Pfam	PF00664, PF00005; PF00005, PF00664	ABC transporter transmembrane region, ABC transporter; ABC transporter, ABC transporter transmembrane region	8.3E-38, 1.9E-26; 1.8E-25, 4.6E-38	IPR011527, IPR003439; IPR003439, IPR011527	ABC transporter type 1, transmembrane domain, ABC transporter-like, ATP-binding domain; ABC transporter-like, ATP-binding domain, ABC transporter type 1, transmembrane domain
NP_174343.4	NP_174343.4; NP_001319114.1	233; 239	Pfam	PF09445; PF09445	RNA cap guanine-N2 methyltransferase; RNA cap guanine-N2 methyltransferase	2.9E-41; 1.3E-41	IPR019012; IPR019012	RNA cap guanine-N2 methyltransferase; RNA cap guanine-N2 methyltransferase
NP_174344.1	NP_174344.1; NP_194252.1	510; 504	Pfam	PF07690; PF07690	Major Facilitator Superfamily; Major Facilitator Superfamily	8.2E-35; 3.4E-36	IPR011701; IPR011701	Major facilitator superfamily; Major facilitator superfamily
NP_174351.1	NP_174351.1; NP_181030.1	292; 293	Pfam	PF04733; PF04733	Coatomer epsilon subunit; Coatomer epsilon subunit	1.6E-137; 3.7E-140	-; -	-; -
NP_174358.1	NP_174358.1; NP_564449.1	531; 527	Pfam	PF01565, PF08031; PF01565, PF08031	FAD binding domain, Berberine and berberine like; FAD binding domain, Berberine and berberine like	8.7E-25, 2.1E-19; 7.6E-24, 8.9E-21	IPR006094, IPR012951; IPR006094, IPR012951	FAD linked oxidase, N-terminal, Berberine/berberine-like; FAD linked oxidase, N-terminal, Berberine/berberine-like
NP_174359.1	NP_174359.1; NP_174360.1	527; 526	Pfam	PF08031, PF01565; PF01565, PF08031	Berberine and berberine like, FAD binding domain; FAD binding domain, Berberine and berberine like	7.5E-19, 9.5E-28; 1.4E-27, 5.0E-19	IPR012951, IPR006094; IPR006094, IPR012951	Berberine/berberine-like, FAD linked oxidase, N-terminal; FAD linked oxidase, N-terminal, Berberine/berberine-like
NP_174397.2	NP_174397.2; NP_001031484.1	796; 793	Pfam	PF02705; PF02705	K+ potassium transporter; K+ potassium transporter	5.5E-188; 1.8E-184	IPR003855; IPR003855	Potassium transporter; Potassium transporter
NP_174408.1	NP_174408.1; NP_974576.1	911; 916	Pfam	PF03447, PF00696, PF01842, PF13840, PF00742; PF03447, PF00696, PF00742, PF01842, PF13840	Homoserine dehydrogenase, NAD binding domain, Amino acid kinase family, ACT domain, ACT domain, Homoserine dehydrogenase; Homoserine dehydrogenase, NAD binding domain, Amino acid kinase family, Homoserine dehydrogenase, ACT domain, ACT domain	6.3E-22, 2.0E-42, 3.8E-9, 4.4E-9, 1.4E-52; 1.8E-25, 8.0E-44, 4.1E-51, 2.2E-7, 8.4E-9	IPR005106, IPR001048, IPR002912, IPR027795, IPR001342; IPR005106, IPR001048, IPR001342, IPR002912, IPR027795	Aspartate/homoserine dehydrogenase, NAD-binding, Aspartate/glutamate/uridylate kinase, ACT domain, CASTOR,  ACT domain, Homoserine dehydrogenase, catalytic; Aspartate/homoserine dehydrogenase, NAD-binding, Aspartate/glutamate/uridylate kinase, Homoserine dehydrogenase, catalytic, ACT domain, CASTOR,  ACT domain
NP_174452.2	NP_174452.2; NP_174450.2	681; 677	Pfam	PF02727, PF01179, PF02728; PF02728, PF01179, PF02727	Copper amine oxidase, N2 domain, Copper amine oxidase, enzyme domain, Copper amine oxidase, N3 domain; Copper amine oxidase, N3 domain, Copper amine oxidase, enzyme domain, Copper amine oxidase, N2 domain	3.1E-15, 6.1E-132, 8.0E-16; 1.3E-17, 3.0E-136, 9.6E-16	IPR015800, IPR015798, IPR015802; IPR015802, IPR015798, IPR015800	Copper amine oxidase, N2-terminal, Copper amine oxidase, catalytic domain, Copper amine oxidase, N3-terminal; Copper amine oxidase, N3-terminal, Copper amine oxidase, catalytic domain, Copper amine oxidase, N2-terminal
NP_174490.1	NP_174490.1; NP_001319922.1	317; 317	Pfam	PF05368; PF05368	NmrA-like family; NmrA-like family	6.4E-65; 6.5E-61	IPR008030; IPR008030	NmrA-like domain; NmrA-like domain
NP_174500.1	NP_174500.1; NP_850247.1	115; 116	Pfam	PF02109; PF02109	DAD family; DAD family	2.2E-39; 3.1E-37	IPR003038; IPR003038	DAD/Ost2; DAD/Ost2
NP_174516.1	NP_174516.1; NP_850244.1; NP_181981.2	400; 403; 394	Pfam	PF14572, PF13793; PF13793, PF14572; PF13793, PF14572	Phosphoribosyl synthetase-associated domain, N-terminal domain of ribose phosphate pyrophosphokinase; N-terminal domain of ribose phosphate pyrophosphokinase, Phosphoribosyl synthetase-associated domain; N-terminal domain of ribose phosphate pyrophosphokinase, Phosphoribosyl synthetase-associated domain	1.8E-25, 5.0E-49; 2.5E-49, 1.8E-25; 4.0E-49, 8.3E-23	IPR005946, IPR029099; IPR029099, IPR005946; IPR029099, IPR005946	Ribose-phosphate pyrophosphokinase, Ribose-phosphate pyrophosphokinase, N-terminal domain; Ribose-phosphate pyrophosphokinase, N-terminal domain, Ribose-phosphate pyrophosphokinase; Ribose-phosphate pyrophosphokinase, N-terminal domain, Ribose-phosphate pyrophosphokinase
NP_174525.1	NP_174525.1; NP_181080.1	166; 165	Pfam	PF01597; PF01597	Glycine cleavage H-protein; Glycine cleavage H-protein	4.4E-50; 1.1E-50	IPR033753; IPR033753	Glycine cleavage system H-protein/Simiate; Glycine cleavage system H-protein/Simiate
NP_174527.2	NP_174527.2; NP_181077.3	1044; 1044	Pfam	PF04408, PF07717, PF00271; PF04408, PF00271, PF07717	Helicase associated domain (HA2), Oligonucleotide/oligosaccharide-binding (OB)-fold, Helicase conserved C-terminal domain; Helicase associated domain (HA2), Helicase conserved C-terminal domain, Oligonucleotide/oligosaccharide-binding (OB)-fold	2.7E-20, 3.9E-21, 5.4E-13; 6.6E-20, 4.0E-12, 1.3E-20	IPR007502, IPR011709, IPR001650; IPR007502, IPR001650, IPR011709	Helicase-associated domain, Domain of unknown function DUF1605, Helicase, C-terminal; Helicase-associated domain, Helicase, C-terminal, Domain of unknown function DUF1605
NP_174536.1	NP_174536.1; NP_181067.1	229; 232	Pfam	; 	; 	; 	; 	; 
NP_174567.1	NP_174567.1; NP_178020.1	464; 455	Pfam	PF02458; PF02458	Transferase family; Transferase family	1.8E-126; 3.3E-152	IPR003480; IPR003480	Transferase; Transferase
NP_174584.2	NP_174584.2; NP_174587.1; NP_174586.2; NP_174585.1	494; 494; 491; 494	Pfam	PF01554; PF01554; PF01554; PF01554	MatE; MatE; MatE; MatE	4.5E-31; 1.4E-30; 1.9E-29; 1.9E-30	IPR002528; IPR002528; IPR002528; IPR002528	Multi antimicrobial extrusion protein; Multi antimicrobial extrusion protein; Multi antimicrobial extrusion protein; Multi antimicrobial extrusion protein
NP_174592.1	NP_174592.1; NP_197533.1; NP_197534.1	335; 345; 354	Pfam	PF00332; PF00332; PF00332	Glycosyl hydrolases family 17; Glycosyl hydrolases family 17; Glycosyl hydrolases family 17	1.2E-78; 5.2E-89; 6.0E-89	IPR000490; IPR000490; IPR000490	Glycoside hydrolase family 17; Glycoside hydrolase family 17; Glycoside hydrolase family 17
NP_174661.1	NP_174661.1; NP_192728.2	348; 349	Pfam	PF12697; PF12697	Alpha/beta hydrolase family; Alpha/beta hydrolase family	2.4E-17; 1.2E-15	IPR000073; IPR000073	Alpha/beta hydrolase fold-1; Alpha/beta hydrolase fold-1
NP_174691.2	NP_174691.2; NP_001319151.1; NP_174699.2; NP_001319148.1; NP_174701.2; NP_174786.1	593; 593; 598; 592; 606; 605	Pfam	PF02309, PF06507, PF02362; PF06507, PF02309, PF02362; PF02309, PF02362, PF06507; PF06507, PF02309, PF02362; PF02362, PF06507, PF02309; PF06507, PF02309, PF02362	AUX/IAA family, Auxin response factor, B3 DNA binding domain; Auxin response factor, AUX/IAA family, B3 DNA binding domain; AUX/IAA family, B3 DNA binding domain, Auxin response factor; Auxin response factor, AUX/IAA family, B3 DNA binding domain; B3 DNA binding domain, Auxin response factor, AUX/IAA family; Auxin response factor, AUX/IAA family, B3 DNA binding domain	9.7E-7, 6.0E-28, 6.6E-20; 1.4E-27, 1.0E-6, 4.0E-20; 1.0E-5, 1.8E-18, 4.7E-28; 6.7E-28, 3.6E-6, 7.5E-21; 3.9E-19, 8.5E-28, 9.3E-11; 1.6E-26, 1.3E-6, 9.1E-20	IPR033389, IPR010525, IPR003340; IPR010525, IPR033389, IPR003340; IPR033389, IPR003340, IPR010525; IPR010525, IPR033389, IPR003340; IPR003340, IPR010525, IPR033389; IPR010525, IPR033389, IPR003340	AUX/IAA domain, Auxin response factor domain, B3 DNA binding domain; Auxin response factor domain, AUX/IAA domain, B3 DNA binding domain; AUX/IAA domain, B3 DNA binding domain, Auxin response factor domain; Auxin response factor domain, AUX/IAA domain, B3 DNA binding domain; B3 DNA binding domain, Auxin response factor domain, AUX/IAA domain; Auxin response factor domain, AUX/IAA domain, B3 DNA binding domain
NP_174708.1	NP_174708.1; NP_174711.2	337; 336	Pfam	PF13813; PF13813	Membrane bound O-acyl transferase family; Membrane bound O-acyl transferase family	4.3E-17; 9.7E-18	IPR032805; IPR032805	Wax synthase domain; Wax synthase domain
NP_174713.1	NP_174713.1; NP_191222.1	498; 499	Pfam	PF00067; PF00067	Cytochrome P450; Cytochrome P450	2.3E-69; 6.8E-71	IPR001128; IPR001128	Cytochrome P450; Cytochrome P450
NP_174750.4	NP_174750.4; NP_174751.2	229; 231	Pfam	PF03798; PF03798	TLC domain; TLC domain	1.5E-17; 3.9E-22	IPR006634; IPR006634	TRAM/LAG1/CLN8 homology domain; TRAM/LAG1/CLN8 homology domain
NP_174771.2	NP_174771.2; NP_174772.1	157; 149	Pfam	PF06683; PF06683	Protein of unknown function (DUF1184); Protein of unknown function (DUF1184)	1.2E-29; 2.4E-30	IPR009568; IPR009568	Protein of unknown function DUF1184; Protein of unknown function DUF1184
NP_174791.2	NP_174791.2; NP_567347.1	551; 558	Pfam	PF12899; PF12899	Alkaline and neutral invertase; Alkaline and neutral invertase	6.6E-210; 1.5E-212	IPR024746; IPR024746	Glycosyl hydrolase family 100; Glycosyl hydrolase family 100
NP_174800.2	NP_174800.2; NP_001319153.1	318; 318	Pfam	PF13639, PF02225; PF13639, PF02225	Ring finger domain, PA domain; Ring finger domain, PA domain	8.0E-10, 1.0E-7; 1.7E-10, 3.9E-10	IPR001841, IPR003137; IPR001841, IPR003137	Zinc finger, RING-type, PA domain; Zinc finger, RING-type, PA domain
NP_174807.1	NP_174807.1; NP_192695.1	495; 501	Pfam	PF13499, PF00069; PF00069, PF13499	EF-hand domain pair, Protein kinase domain; Protein kinase domain, EF-hand domain pair	1.2E-13, 1.7E-75; 8.7E-75, 3.3E-13	IPR002048, IPR000719; IPR000719, IPR002048	EF-hand domain, Protein kinase domain; Protein kinase domain, EF-hand domain
NP_174832.1	NP_174832.1; NP_179541.1	122; 120	Pfam	PF03195; PF03195	Lateral organ boundaries (LOB) domain; Lateral organ boundaries (LOB) domain	3.3E-24; 2.4E-22	IPR004883; IPR004883	Lateral organ boundaries, LOB; Lateral organ boundaries, LOB
NP_174853.1	NP_174853.1; NP_565164.1; NP_188504.1	112; 112; 112	Pfam	PF01248; PF01248; PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	1.4E-22; 1.9E-22; 2.0E-22	IPR004038; IPR004038; IPR004038	Ribosomal protein L7Ae/L30e/S12e/Gadd45; Ribosomal protein L7Ae/L30e/S12e/Gadd45; Ribosomal protein L7Ae/L30e/S12e/Gadd45
NP_174855.2	NP_174855.2; NP_193579.2	527; 536	Pfam	PF00206, PF08328; PF00206, PF08328	Lyase, Adenylosuccinate lyase C-terminal; Lyase, Adenylosuccinate lyase C-terminal	4.3E-58, 1.7E-51; 2.3E-58, 1.5E-51	IPR022761, IPR013539; IPR022761, IPR013539	Fumarate lyase, N-terminal, Adenylosuccinate lyase PurB, C-terminal; Fumarate lyase, N-terminal, Adenylosuccinate lyase PurB, C-terminal
NP_175003.1	NP_175003.1; NP_181560.1; NP_193112.2; NP_179149.2; NP_179147.1; NP_179148.1; NP_180230.1	404; 404; 404; 404; 404; 402; 402	Pfam	PF00295; PF00295; PF00295; PF00295; PF00295; PF00295; PF00295	Glycosyl hydrolases family 28; Glycosyl hydrolases family 28; Glycosyl hydrolases family 28; Glycosyl hydrolases family 28; Glycosyl hydrolases family 28; Glycosyl hydrolases family 28; Glycosyl hydrolases family 28	4.5E-92; 7.2E-91; 2.9E-91; 5.0E-89; 9.7E-91; 9.4E-92; 1.3E-92	IPR000743; IPR000743; IPR000743; IPR000743; IPR000743; IPR000743; IPR000743	Glycoside hydrolase, family 28; Glycoside hydrolase, family 28; Glycoside hydrolase, family 28; Glycoside hydrolase, family 28; Glycoside hydrolase, family 28; Glycoside hydrolase, family 28; Glycoside hydrolase, family 28
NP_175004.1	NP_175004.1; NP_175005.1	444; 444	Pfam	PF00295; PF00295	Glycosyl hydrolases family 28; Glycosyl hydrolases family 28	3.9E-92; 4.1E-91	IPR000743; IPR000743	Glycoside hydrolase, family 28; Glycoside hydrolase, family 28
NP_175009.1	NP_175009.1; NP_176352.1	389; 390	Pfam	PF00297; PF00297	Ribosomal protein L3; Ribosomal protein L3	4.6E-197; 1.7E-190	IPR000597; IPR000597	Ribosomal protein L3; Ribosomal protein L3
NP_175103.2	NP_175103.2; NP_001321917.1	438; 435	Pfam	PF07687, PF01546; PF07687, PF01546	Peptidase dimerisation domain, Peptidase family M20/M25/M40; Peptidase dimerisation domain, Peptidase family M20/M25/M40	1.9E-4, 1.5E-34; 2.9E-4, 3.7E-32	IPR011650, IPR002933; IPR011650, IPR002933	Peptidase M20, dimerisation domain, Peptidase M20; Peptidase M20, dimerisation domain, Peptidase M20
NP_175120.1	NP_175120.1; NP_199115.1	399; 399	Pfam	PF17862, PF16450, PF00004; PF00004, PF17862, PF16450	AAA+ lid domain, Proteasomal ATPase OB C-terminal domain, ATPase family associated with various cellular activities (AAA); ATPase family associated with various cellular activities (AAA), AAA+ lid domain, Proteasomal ATPase OB C-terminal domain	5.4E-10, 2.9E-10, 4.5E-43; 3.4E-43, 4.7E-11, 2.9E-10	IPR041569, IPR032501, IPR003959; IPR003959, IPR041569, IPR032501	AAA ATPase, AAA+ lid domain, Proteasomal ATPase OB C-terminal domain, ATPase, AAA-type, core; ATPase, AAA-type, core, AAA ATPase, AAA+ lid domain, Proteasomal ATPase OB C-terminal domain
