	category1	category2	ko_id	function	species_name	hsds_id	hsds_num
981	09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00012  UGH, ugd; UPglucose 6-dehydrogenase 		Chlamydomonas_reinhardtii.90_70	XP_001698004.1	1
982	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K01595  ppc; phosphoenolpyruvate carboxylase 		Chlamydomonas_reinhardtii.90_70	XP_042916141.1	1
983	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01602  rbcS, cbbS; ribulose-bisphosphate carboxylase small chain 		Chlamydomonas_reinhardtii.90_70	XP_001702409.1	1
984	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01915  glnA, GLUL; glutamine synthetase 		Chlamydomonas_reinhardtii.90_70	XP_001692927.2	1
985	09102 Energy metabolism	00195 Photosynthesis [PATH:ko00195]	K03542  psbS; photosystem II 22ka protein		Chlamydomonas_reinhardtii.90_70	XP_001689476.1	1
986	09102 Energy metabolism	00196 Photosynthesis - antenna proteins [PATH:ko00196]	K08912  LHCB1; light-harvesting complex II chlorophyll a/b binding protein 1		Chlamydomonas_reinhardtii.90_70	XP_001695344.1	1
987	09102 Energy metabolism	00196 Photosynthesis - antenna proteins [PATH:ko00196]	K08913  LHCB2; light-harvesting complex II chlorophyll a/b binding protein 2		Chlamydomonas_reinhardtii.90_70	XP_001695344.1, XP_001693987.1	2
988	09102 Energy metabolism	00680 Methane metabolism [PATH:ko00680]	K01079  serB, PSPH; phosphoserine phosphatase 		Chlamydomonas_reinhardtii.90_70	XP_042925046.1	1
989	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K05601  hcp; hydroxylamine reductase 		Chlamydomonas_reinhardtii.90_70	XP_001694671.1, XP_001694454.1	2
990	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K01673  cynT, can; carbonic anhydrase 		Chlamydomonas_reinhardtii.90_70	XP_042924593.1	1
991	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K01674  cah; carbonic anhydrase 		Chlamydomonas_reinhardtii.90_70	XP_001692290.1	1
992	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	K00006  GP1; glycerol-3-phosphate dehydrogenase (NA+) 		Chlamydomonas_reinhardtii.90_70	XP_042928911.1	1
993	09105 Amino acid metabolism	00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K13566  NIT2, yafV; omega-amidase 		Chlamydomonas_reinhardtii.90_70	XP_001690839.2	1
994	09105 Amino acid metabolism	00260 Glycine, serine and threonine metabolism [PATH:ko00260]	K00872  thrB; homoserine kinase 		Chlamydomonas_reinhardtii.90_70	XP_042926888.1	1
995	09105 Amino acid metabolism	00270 ysteine and methionine metabolism [PATH:ko00270]	K05396  dcy; -cysteine desulfhydrase 		Chlamydomonas_reinhardtii.90_70	XP_042922514.1	1
996	09105 Amino acid metabolism	00270 ysteine and methionine metabolism [PATH:ko00270]	K08968  msrC; L-methionine (R)-S-oxide reductase 		Chlamydomonas_reinhardtii.90_70	XP_042923055.1	1
997	09105 Amino acid metabolism	00350 Tyrosine metabolism [PATH:ko00350]	K00457  HP, hpp; 4-hydroxyphenylpyruvate dioxygenase 		Chlamydomonas_reinhardtii.90_70	XP_001694722.2	1
998	09107 Glycan biosynthesis and metabolism	00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534]	K01793  GLCE; heparosan-N-sulfate-glucuronate 5-epimerase 		Chlamydomonas_reinhardtii.90_70	XP_042918104.1	1
999	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K01764  HCCS; cytochrome c heme-lyase 		Chlamydomonas_reinhardtii.90_70	XP_042918553.1, XP_042918551.1, XP_042918573.1	3
1000	09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K03809  wrbA; NA(P)H dehydrogenase (quinone) 		Chlamydomonas_reinhardtii.90_70	XP_001698551.1	1
1001	09109 Metabolism of terpenoids and polyketides	00906 arotenoid biosynthesis [PATH:ko00906]	K17913  CC8; carlactone synthase / all-trans-10'-apo-beta-carotenal 13,14-cleaving dioxygenase 		Chlamydomonas_reinhardtii.90_70	XP_001701620.1	1
1002	09121 Transcription	03040 Spliceosome [PATH:ko03040]	K12818  HX8, PRP22; ATP-dependent RNA helicase HX8/PRP22 		Chlamydomonas_reinhardtii.90_70	XP_042922719.1	1
1003	09121 Transcription	03040 Spliceosome [PATH:ko03040]	K03283  HSPA1s; heat shock 70ka protein 1/2/6/8		Chlamydomonas_reinhardtii.90_70	XP_042914067.1	1
1004	09122 Translation	03010 Ribosome [PATH:ko03010]	K02927  RP-L40e, RPL40, UBA52; ubiquitin-large subunit ribosomal protein L40e		Chlamydomonas_reinhardtii.90_70	XP_001694608.1	1
1005	09122 Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01870  IARS, ileS; isoleucyl-tRNA synthetase 		Chlamydomonas_reinhardtii.90_70	XP_001698234.1	1
1006	09122 Translation	03013 RNA transport [PATH:ko03013]	K03231  EEF1A; elongation factor 1-alpha		Chlamydomonas_reinhardtii.90_70	XP_001696568.1	1
1007	09122 Translation	03013 RNA transport [PATH:ko03013]	K12160  SUMO, SMT3; small ubiquitin-related modifier		Chlamydomonas_reinhardtii.90_70	XP_042914618.1	1
1008	09122 Translation	03008 Ribosome biogenesis in eukaryotes [PATH:ko03008]	K11129  NHP2, NOLA2; H/ACA ribonucleoprotein complex subunit 2		Chlamydomonas_reinhardtii.90_70	XP_001699242.1	1
1009	09123 Folding, sorting and degradation	03060 Protein export [PATH:ko03060]	K09490  HSPA5, BIP; endoplasmic reticulum chaperone BiP 		Chlamydomonas_reinhardtii.90_70	XP_001701884.2	1
1010	09123 Folding, sorting and degradation	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	K13993  HSP20; HSP20 family protein		Chlamydomonas_reinhardtii.90_70	XP_001689821.1	1
1011	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K04043  dnaK, HSPA9; molecular chaperone naK		Chlamydomonas_reinhardtii.90_70	XP_042927839.1	1
1012	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	K04799  FEN1, RA2; flap endonuclease-1 		Chlamydomonas_reinhardtii.90_70	XP_001699242.1	1
1013	09132 Signal transduction	04015 Rap1 signaling pathway [PATH:ko04015]	K23487  EVL; Ena/VASP-like protein		Chlamydomonas_reinhardtii.90_70	XP_042916474.1	1
1014	09132 Signal transduction	04013 MAPK signaling pathway - fly [PATH:ko04013]	K08892  FRK, PTK5; fyn-related kinase 		Chlamydomonas_reinhardtii.90_70	XP_001694443.2	1
1015	09132 Signal transduction	04310 Wnt signaling pathway [PATH:ko04310]	K17334  NFATC4, NFAT3; nuclear factor of activated T-cells, cytoplasmic 4		Chlamydomonas_reinhardtii.90_70	XP_001692736.2	1
1016	09132 Signal transduction	04371 Apelin signaling pathway [PATH:ko04371]	K18050  PRKCE; novel protein kinase C epsilon type 		Chlamydomonas_reinhardtii.90_70	XP_042926332.1	1
1017	09132 Signal transduction	04072 Phospholipase D signaling pathway [PATH:ko04072]	K07937  ARF1_2; AP-ribosylation factor 1/2		Chlamydomonas_reinhardtii.90_70	XP_001690893.1	1
1018	09141 Transport and catabolism	04144 Endocytosis [PATH:ko04144]	K19475  WIPF; WAS/WASL-interacting protein		Chlamydomonas_reinhardtii.90_70	XP_042919993.1, XP_042926096.1, XP_042914965.1, XP_042914857.1, XP_042927516.1, XP_042925723.1, XP_042928439.1, XP_042922048.1, XP_042920609.1, XP_042926551.1	10
1019	09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K07374  TUBA; tubulin alpha		Chlamydomonas_reinhardtii.90_70	XP_001691876.1	1
1020	09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K07375  TUBB; tubulin beta		Chlamydomonas_reinhardtii.90_70	XP_001693997.1	1
1021	09143 Cell growth and death	04217 Necroptosis [PATH:ko04217]	K11251  H2A; histone H2A		Chlamydomonas_reinhardtii.90_70	XP_001690672.1	1
1022	09151 Immune system	04621 NOD-like receptor signaling pathway [PATH:ko04621]	K14216  OAS; 2'-5'-oligoadenylate synthetase 		Chlamydomonas_reinhardtii.90_70	XP_042917837.1	1
1023	09159 Environmental adaptation	04714 Thermogenesis [PATH:ko04714]	K15109  SLC25A20_29, CACT, CACL, CRC1; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29		Chlamydomonas_reinhardtii.90_70	XP_001692197.1	1
1024	09161 Cancer: overview	05202 Transcriptional misregulation in cancer [PATH:ko05202]	K11253  H3; histone H3		Chlamydomonas_reinhardtii.90_70	XP_001690671.1	1
1025	09161 Cancer: overview	05203 Viral carcinogenesis [PATH:ko05203]	K11252  H2B; histone H2B		Chlamydomonas_reinhardtii.90_70	XP_001690668.1	1
1026	09161 Cancer: overview	05203 Viral carcinogenesis [PATH:ko05203]	K11254  H4; histone H4		Chlamydomonas_reinhardtii.90_70	XP_001690721.1	1
1027	09163 Immune disease	05322 Systemic lupus erythematosus [PATH:ko05322]	K11089  TROVE2, SSA2; 60 ka SS-A/Ro ribonucleoprotein		Chlamydomonas_reinhardtii.90_70	XP_042920310.1	1
1028	09171 Infectious disease: bacterial	05132 Salmonella infection [PATH:ko05132]	K10419  YNLRB, NCL2; dynein light chain roadblock-type		Chlamydomonas_reinhardtii.90_70	XP_001694381.1	1
1029	09181 Protein families: metabolism	01001 Protein kinases [BR:ko01001]	K12132  prkC, stkP; eukaryotic-like serine/threonine-protein kinase 		Chlamydomonas_reinhardtii.90_70	XP_042923935.1	1
1030	09181 Protein families: metabolism	01002 Peptidases and inhibitors [BR:ko01002]	K09602  OTUB1; ubiquitin thioesterase protein OTUB1 		Chlamydomonas_reinhardtii.90_70	XP_042923344.1	1
1031	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K09387  FOXA1, HNF3A; forkhead box protein A1, hepatocyte nuclear factor 3-alpha		Chlamydomonas_reinhardtii.90_70	XP_042919355.1, XP_042923050.1, XP_042920704.1	3
1032	09182 Protein families: genetic information processing	03000 Transcription factors [BR:ko03000]	K09284  AP2; AP2-like factor, euAP2 lineage		Chlamydomonas_reinhardtii.90_70	XP_001700294.2	1
1033	09182 Protein families: genetic information processing	03009 Ribosome biogenesis [BR:ko03009]	K11135  PINX1; Pin2-interacting protein X1		Chlamydomonas_reinhardtii.90_70	XP_042923055.1	1
1034	09182 Protein families: genetic information processing	03012 Translation factors [BR:ko03012]	K22857  EEF1AKMT4; EEF1A lysine methyltransferase 4 		Chlamydomonas_reinhardtii.90_70	XP_042925033.1	1
1035	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K04082  hscB, HSCB, HSC20; molecular chaperone HscB		Chlamydomonas_reinhardtii.90_70	XP_042918185.1	1
1036	09182 Protein families: genetic information processing	03110 haperones and folding catalysts [BR:ko03110]	K03768  PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) 		Chlamydomonas_reinhardtii.90_70	XP_042919139.1, XP_001693941.2	2
1037	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K21440  ANKR50; ankyrin repeat domain-containing protein 50		Chlamydomonas_reinhardtii.90_70	XP_042920519.1	1
1038	09182 Protein families: genetic information processing	04131 Membrane trafficking [BR:ko04131]	K01551  arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase 		Chlamydomonas_reinhardtii.90_70	XP_042914113.1	1
1039	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K12158  NE8; ubiquitin-like protein Nedd8		Chlamydomonas_reinhardtii.90_70	XP_001694608.1	1
1040	09182 Protein families: genetic information processing	04121 Ubiquitin system [BR:ko04121]	K10645  MIB; E3 ubiquitin-protein ligase mind-bomb 		Chlamydomonas_reinhardtii.90_70	XP_042914454.1	1
1041	09182 Protein families: genetic information processing	03036 hromosome and associated proteins [BR:ko03036]	K11657  RSF1; remodeling and spacing factor 1		Chlamydomonas_reinhardtii.90_70	XP_042916043.1	1
1042	09182 Protein families: genetic information processing	03400 DNA repair and recombination proteins [BR:ko03400]	K19596  PLK5; inactive serine/threonine-protein kinase PLK5		Chlamydomonas_reinhardtii.90_70	XP_042925014.1	1
1043	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K14724  SLC9A8, NHE8; solute carrier family 9 (sodium/hydrogen exchanger), member 8		Chlamydomonas_reinhardtii.90_70	XP_042927749.1	1
1044	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K14347  SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7		Chlamydomonas_reinhardtii.90_70	XP_042927186.1	1
1045	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K14640  SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter)		Chlamydomonas_reinhardtii.90_70	XP_001702863.1, XP_001694872.1, XP_001694873.1	3
1046	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K23887  UAPA_C; uric acid-xanthine permease		Chlamydomonas_reinhardtii.90_70	XP_001702481.2	1
1047	09183 Protein families: signaling and cellular processes	02000 Transporters [BR:ko02000]	K03549  kup; KUP system potassium uptake protein		Chlamydomonas_reinhardtii.90_70	XP_042914589.1	1
1048	09194 Poorly characterized	99997 Function unknown	K07034  K07034; uncharacterized protein		Chlamydomonas_reinhardtii.90_70	XP_001691586.2	1
1049	09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	K00121  frmA, AH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase 		Chlamydomonas_reinhardtii.70_30	XP_042919155.1	1
1050	09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions [PATH:ko00040]	K00012  UGH, ugd; UPglucose 6-dehydrogenase 		Chlamydomonas_reinhardtii.70_30	XP_001698004.1	1
1051	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	K01179  E3.2.1.4; endoglucanase 		Chlamydomonas_reinhardtii.70_30	XP_001701546.2	1
1052	09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	K00700  GBE1, glgB; 1,4-alpha-glucan branching enzyme 		Chlamydomonas_reinhardtii.70_30	XP_001690322.2	1
1053	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K00925  ackA; acetate kinase 		Chlamydomonas_reinhardtii.70_30	XP_001691682.2	1
1054	09101 Carbohydrate metabolism	00620 Pyruvate metabolism [PATH:ko00620]	K13788  pta; phosphate acetyltransferase 		Chlamydomonas_reinhardtii.70_30	XP_042914337.1	1
1055	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01602  rbcS, cbbS; ribulose-bisphosphate carboxylase small chain 		Chlamydomonas_reinhardtii.70_30	XP_001702409.1	1
1056	09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01915  glnA, GLUL; glutamine synthetase 		Chlamydomonas_reinhardtii.70_30	XP_001692927.2	1
1057	09102 Energy metabolism	00190 Oxidative phosphorylation [PATH:ko00190]	K02128  ATPeF0C, ATP5G, ATP9; F-type H+-transporting ATPase subunit c		Chlamydomonas_reinhardtii.70_30	XP_001701500.1	1
1058	09102 Energy metabolism	00195 Photosynthesis [PATH:ko00195]	K03542  psbS; photosystem II 22ka protein		Chlamydomonas_reinhardtii.70_30	XP_001689476.1	1
1059	09102 Energy metabolism	00196 Photosynthesis - antenna proteins [PATH:ko00196]	K08912  LHCB1; light-harvesting complex II chlorophyll a/b binding protein 1		Chlamydomonas_reinhardtii.70_30	XP_001693987.1	1
1060	09102 Energy metabolism	00196 Photosynthesis - antenna proteins [PATH:ko00196]	K08913  LHCB2; light-harvesting complex II chlorophyll a/b binding protein 2		Chlamydomonas_reinhardtii.70_30	XP_001693987.1	1
1061	09102 Energy metabolism	00680 Methane metabolism [PATH:ko00680]	K00058  serA, PHGH; -3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase 		Chlamydomonas_reinhardtii.70_30	XP_001692429.2	1
1062	09102 Energy metabolism	00680 Methane metabolism [PATH:ko00680]	K01079  serB, PSPH; phosphoserine phosphatase 		Chlamydomonas_reinhardtii.70_30	XP_042925046.1	1
1063	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K02575  NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter		Chlamydomonas_reinhardtii.70_30	XP_001696788.2	1
1064	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K05601  hcp; hydroxylamine reductase 		Chlamydomonas_reinhardtii.70_30	XP_001694454.1	1
1065	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K01673  cynT, can; carbonic anhydrase 		Chlamydomonas_reinhardtii.70_30	XP_042924593.1	1
1066	09102 Energy metabolism	00910 Nitrogen metabolism [PATH:ko00910]	K01674  cah; carbonic anhydrase 		Chlamydomonas_reinhardtii.70_30	XP_001692290.1	1
1067	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	K00006  GP1; glycerol-3-phosphate dehydrogenase (NA+) 		Chlamydomonas_reinhardtii.70_30	XP_042919880.1	1
1068	09103 Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	K01126  E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase 		Chlamydomonas_reinhardtii.70_30	XP_042915965.1	1
1069	09103 Lipid metabolism	00592 alpha-Linolenic acid metabolism [PATH:ko00592]	K05894  OPR; 12-oxophytodienoic acid reductase 		Chlamydomonas_reinhardtii.70_30	XP_001699408.1	1
1070	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K00940  ndk, NME; nucleoside-diphosphate kinase 		Chlamydomonas_reinhardtii.70_30	XP_001698246.1	1
1071	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K13755  PE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 		Chlamydomonas_reinhardtii.70_30	XP_042916788.1, XP_042927481.1	2
1072	09104 Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	K13293  PE4; cAMP-specific phosphodiesterase 4 		Chlamydomonas_reinhardtii.70_30	XP_042918881.1, XP_042927481.1	2
1073	09105 Amino acid metabolism	00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K13566  NIT2, yafV; omega-amidase 		Chlamydomonas_reinhardtii.70_30	XP_001690839.2	1
1074	09105 Amino acid metabolism	00270 ysteine and methionine metabolism [PATH:ko00270]	K05396  dcy; -cysteine desulfhydrase 		Chlamydomonas_reinhardtii.70_30	XP_042922514.1	1
1075	09105 Amino acid metabolism	00270 ysteine and methionine metabolism [PATH:ko00270]	K08968  msrC; L-methionine (R)-S-oxide reductase 		Chlamydomonas_reinhardtii.70_30	XP_042923055.1	1
1076	09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00472  P4HA; prolyl 4-hydroxylase 		Chlamydomonas_reinhardtii.70_30	XP_001701720.2	1
1077	09105 Amino acid metabolism	00350 Tyrosine metabolism [PATH:ko00350]	K00457  HP, hpp; 4-hydroxyphenylpyruvate dioxygenase 		Chlamydomonas_reinhardtii.70_30	XP_001694722.2	1
1078	09106 Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	K00799  GST, gst; glutathione S-transferase 		Chlamydomonas_reinhardtii.70_30	XP_042916411.1	1
1079	09107 Glycan biosynthesis and metabolism	00514 Other types of O-glycan biosynthesis [PATH:ko00514]	K20784  XEG113; arabinosyltransferase 		Chlamydomonas_reinhardtii.70_30	XP_001692305.2	1
1080	09107 Glycan biosynthesis and metabolism	00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534]	K01793  GLCE; heparosan-N-sulfate-glucuronate 5-epimerase 		Chlamydomonas_reinhardtii.70_30	XP_042918104.1	1
1081	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K04035  E1.14.13.81, acsF, chlE; magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase 		Chlamydomonas_reinhardtii.70_30	XP_001691047.2	1
1082	09108 Metabolism of cofactors and vitamins	00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]	K01764  HCCS; cytochrome c heme-lyase 		Chlamydomonas_reinhardtii.70_30	XP_042918551.1, XP_042918565.1, XP_042918560.1	3
1083	09108 Metabolism of cofactors and vitamins	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	K03809  wrbA; NA(P)H dehydrogenase (quinone) 		Chlamydomonas_reinhardtii.70_30	XP_001698551.1	1
1084	09109 Metabolism of terpenoids and polyketides	00900 Terpenoid backbone biosynthesis [PATH:ko00900]	K15889  PCME; prenylcysteine alpha-carboxyl methylesterase 		Chlamydomonas_reinhardtii.70_30	XP_042927657.1	1
1085	09121 Transcription	03040 Spliceosome [PATH:ko03040]	K12818  HX8, PRP22; ATP-dependent RNA helicase HX8/PRP22 		Chlamydomonas_reinhardtii.70_30	XP_042922719.1	1
1086	09121 Transcription	03040 Spliceosome [PATH:ko03040]	K03283  HSPA1s; heat shock 70ka protein 1/2/6/8		Chlamydomonas_reinhardtii.70_30	XP_042914070.1, XP_042915140.1, XP_042915147.1	3
1087	09122 Translation	03010 Ribosome [PATH:ko03010]	K02978  RP-S27e, RPS27; small subunit ribosomal protein S27e		Chlamydomonas_reinhardtii.70_30	XP_001694878.1	1
1088	09122 Translation	03010 Ribosome [PATH:ko03010]	K02927  RP-L40e, RPL40, UBA52; ubiquitin-large subunit ribosomal protein L40e		Chlamydomonas_reinhardtii.70_30	XP_001694608.1	1
1089	09122 Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01870  IARS, ileS; isoleucyl-tRNA synthetase 		Chlamydomonas_reinhardtii.70_30	XP_001698234.1	1
1090	09122 Translation	03008 Ribosome biogenesis in eukaryotes [PATH:ko03008]	K11129  NHP2, NOLA2; H/ACA ribonucleoprotein complex subunit 2		Chlamydomonas_reinhardtii.70_30	XP_001699242.1	1
1091	09123 Folding, sorting and degradation	03060 Protein export [PATH:ko03060]	K09490  HSPA5, BIP; endoplasmic reticulum chaperone BiP 		Chlamydomonas_reinhardtii.70_30	XP_001701685.1	1
1092	09123 Folding, sorting and degradation	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	K13993  HSP20; HSP20 family protein		Chlamydomonas_reinhardtii.70_30	XP_001689821.1	1
1093	09123 Folding, sorting and degradation	04130 SNARE interactions in vesicular transport [PATH:ko04130]	K08506  SYP7; syntaxin of plants SYP7		Chlamydomonas_reinhardtii.70_30	XP_001700030.1	1
1094	09123 Folding, sorting and degradation	03018 RNA degradation [PATH:ko03018]	K04077  groEL, HSP1; chaperonin GroEL		Chlamydomonas_reinhardtii.70_30	XP_001692504.1	1
1095	09124 Replication and repair	03030 DNA replication [PATH:ko03030]	K04799  FEN1, RA2; flap endonuclease-1 		Chlamydomonas_reinhardtii.70_30	XP_001699242.1	1
1096	09131 Membrane transport	02010 AB transporters [PATH:ko02010]	K02040  pstS; phosphate transport system substrate-binding protein		Chlamydomonas_reinhardtii.70_30	XP_042928753.1	1
1097	09131 Membrane transport	02010 AB transporters [PATH:ko02010]	K05658  ABCB1, C243; ATP-binding cassette, subfamily B (MR/TAP), member 1 		Chlamydomonas_reinhardtii.70_30	XP_042914787.1	1
1098	09132 Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	K04373  RPS6KA; ribosomal protein S6 kinase alpha-1/2/3/6 		Chlamydomonas_reinhardtii.70_30	XP_042918552.1	1
1099	09132 Signal transduction	04010 MAPK signaling pathway [PATH:ko04010]	K04419  MAP3K11, MLK3; mitogen-activated protein kinase kinase kinase 11 		Chlamydomonas_reinhardtii.70_30	XP_042921047.1	1
1100	09132 Signal transduction	04013 MAPK signaling pathway - fly [PATH:ko04013]	K08892  FRK, PTK5; fyn-related kinase 		Chlamydomonas_reinhardtii.70_30	XP_001694443.2	1
1101	09132 Signal transduction	04016 MAPK signaling pathway - plant [PATH:ko04016]	K20535  MPK1_2; mitogen-activated protein kinase 1/2 		Chlamydomonas_reinhardtii.70_30	XP_042918152.1	1
1102	09132 Signal transduction	04310 Wnt signaling pathway [PATH:ko04310]	K17334  NFATC4, NFAT3; nuclear factor of activated T-cells, cytoplasmic 4		Chlamydomonas_reinhardtii.70_30	XP_001692736.2	1
1103	09132 Signal transduction	04390 Hippo signaling pathway [PATH:ko04390]	K24050  LG5; discs large protein 5		Chlamydomonas_reinhardtii.70_30	XP_042914744.1	1
1104	09132 Signal transduction	04371 Apelin signaling pathway [PATH:ko04371]	K18050  PRKCE; novel protein kinase C epsilon type 		Chlamydomonas_reinhardtii.70_30	XP_042926332.1	1
1105	09132 Signal transduction	04072 Phospholipase D signaling pathway [PATH:ko04072]	K07937  ARF1_2; AP-ribosylation factor 1/2		Chlamydomonas_reinhardtii.70_30	XP_001690893.1	1
1106	09141 Transport and catabolism	04144 Endocytosis [PATH:ko04144]	K19475  WIPF; WAS/WASL-interacting protein		Chlamydomonas_reinhardtii.70_30	XP_042914068.1	1
1107	09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K07374  TUBA; tubulin alpha		Chlamydomonas_reinhardtii.70_30	XP_001691876.1	1
1108	09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K07375  TUBB; tubulin beta		Chlamydomonas_reinhardtii.70_30	XP_001693997.1	1
1109	09143 Cell growth and death	04217 Necroptosis [PATH:ko04217]	K11251  H2A; histone H2A		Chlamydomonas_reinhardtii.70_30	XP_001690672.1	1
1110	09151 Immune system	04621 NOD-like receptor signaling pathway [PATH:ko04621]	K14216  OAS; 2'-5'-oligoadenylate synthetase 		Chlamydomonas_reinhardtii.70_30	XP_042917837.1	1
1111	09154 Digestive system	04970 Salivary secretion [PATH:ko04970]	K13912  MBT1; deleted in malignant brain tumors 1 protein		Chlamydomonas_reinhardtii.70_30	XP_042922320.1	1
1112	09154 Digestive system	04974 Protein digestion and absorption [PATH:ko04974]	K14207  SLC38A2, SNAT2; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2		Chlamydomonas_reinhardtii.70_30	XP_001694884.1	1
1113	09159 Environmental adaptation	04714 Thermogenesis [PATH:ko04714]	K15109  SLC25A20_29, CACT, CACL, CRC1; solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29		Chlamydomonas_reinhardtii.70_30	XP_001692197.1	1
1114	09161 Cancer: overview	05202 Transcriptional misregulation in cancer [PATH:ko05202]	K11253  H3; histone H3		Chlamydomonas_reinhardtii.70_30	XP_001690671.1	1
1115	09161 Cancer: overview	05203 Viral carcinogenesis [PATH:ko05203]	K11252  H2B; histone H2B		Chlamydomonas_reinhardtii.70_30	XP_001690668.1	1
1116	09161 Cancer: overview	05203 Viral carcinogenesis [PATH:ko05203]	K11254  H4; histone H4		Chlamydomonas_reinhardtii.70_30	XP_001690721.1	1
1117	09163 Immune disease	05322 Systemic lupus erythematosus [PATH:ko05322]	K11089  TROVE2, SSA2; 60 ka SS-A/Ro ribonucleoprotein		Chlamydomonas_reinhardtii.70_30	XP_042914800.1	1
