XP_001689475.2	XP_001689475.2; XP_042922166.1; XP_042928947.1	365; 364; 371	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001692274.1	XP_001692274.1; XP_042925254.1	432; 435	Pfam	PF05686; PF05686	Glycosyl transferase family 90; Glycosyl transferase family 90	2.3E-19; 1.3E-18	IPR006598; IPR006598	Glycosyl transferase CAP10 domain; Glycosyl transferase CAP10 domain
XP_001692290.1	XP_001692290.1; XP_001692291.1	380; 377	Pfam	PF00194; PF00194	Eukaryotic-type carbonic anhydrase; Eukaryotic-type carbonic anhydrase	7.8E-33; 4.2E-33	IPR001148; IPR001148	Alpha carbonic anhydrase domain; Alpha carbonic anhydrase domain
XP_001692305.2	XP_001692305.2; XP_042925307.1	376; 351	Pfam	PF03407; PF03407	Nucleotide-diphospho-sugar transferase; Nucleotide-diphospho-sugar transferase	1.1E-15; 1.2E-14	IPR005069; IPR005069	Nucleotide-diphospho-sugar transferase; Nucleotide-diphospho-sugar transferase
XP_001692324.1	XP_001692324.1; XP_042925318.1	220; 218	Pfam	PF00957, PF13774; PF13774, PF00957	Synaptobrevin, Regulated-SNARE-like domain; Regulated-SNARE-like domain, Synaptobrevin	2.3E-30, 4.0E-11; 4.5E-14, 3.7E-33	IPR001388, IPR010908; IPR010908, IPR001388	Synaptobrevin, Longin domain; Longin domain, Synaptobrevin
XP_001692429.2	XP_001692429.2; XP_042922995.1	509; 513	Pfam	PF00389, PF02826; PF02826, PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	1.5E-17, 2.3E-29; 6.3E-32, 2.6E-17	IPR006139, IPR006140; IPR006140, IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
XP_001692454.2	XP_001692454.2; XP_042926539.1; XP_042928176.1	253; 283; 281	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001692504.1	XP_001692504.1; XP_042915114.1	577; 581	Pfam	PF00118; PF00118	TCP-1/cpn60 chaperonin family; TCP-1/cpn60 chaperonin family	2.2E-99; 6.9E-98	IPR002423; IPR002423	Chaperonin Cpn60/TCP-1 family; Chaperonin Cpn60/TCP-1 family
XP_001692645.1	XP_001692645.1; XP_042917117.1; XP_001692752.1	582; 582; 582	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001692736.2	XP_001692736.2; XP_042916893.1	280; 280	Pfam	; 	; 	; 	; 	; 
XP_001692747.1	XP_001692747.1; XP_042922838.1; XP_001702377.2	295; 291; 268	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001692831.1	XP_001692831.1; XP_042916920.1	532; 534	Pfam	; 	; 	; 	; 	; 
XP_001692906.2	XP_001692906.2; XP_001693017.2	651; 677	Pfam	PF00497; PF00497	Bacterial extracellular solute-binding proteins, family 3; Bacterial extracellular solute-binding proteins, family 3	2.1E-10; 2.3E-10	IPR001638; IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF; Solute-binding protein  family 3/N-terminal domain of MltF
XP_001692927.2	XP_001692927.2; XP_001693042.1	379; 380	Pfam	PF00120, PF03951; PF00120, PF03951	Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain; Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain	9.0E-10, 8.5E-19; 9.1E-10, 6.1E-19	IPR008146, IPR008147; IPR008146, IPR008147	Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain; Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain
XP_001693039.1	XP_001693039.1; XP_042922697.1	630; 629	Pfam	PF00005, PF19055, PF01061; PF01061, PF19055, PF00005	ABC transporter, ABC-2 type transporter, ABC-2 type transporter; ABC-2 type transporter, ABC-2 type transporter, ABC transporter	4.8E-27, 3.7E-10, 1.3E-41; 5.9E-41, 3.3E-10, 8.3E-27	IPR003439, IPR043926, IPR013525; IPR013525, IPR043926, IPR003439	ABC transporter-like, ATP-binding domain, ABC transporter family G domain, ABC-2 type transporter; ABC-2 type transporter, ABC transporter family G domain, ABC transporter-like, ATP-binding domain
XP_001693135.2	XP_001693135.2; XP_042926389.1	203; 181	Pfam	PF01679; PF01679	Proteolipid membrane potential modulator; Proteolipid membrane potential modulator	3.0E-8; 7.4E-10	IPR000612; IPR000612	Proteolipid membrane potential modulator; Proteolipid membrane potential modulator
XP_001693170.2	XP_001693170.2; XP_042926444.1	433; 423	Pfam	PF00107, PF08240; PF00107, PF08240	Zinc-binding dehydrogenase, Alcohol dehydrogenase GroES-like domain; Zinc-binding dehydrogenase, Alcohol dehydrogenase GroES-like domain	2.3E-20, 2.6E-26; 1.9E-19, 3.9E-26	IPR013149, IPR013154; IPR013149, IPR013154	Alcohol dehydrogenase, C-terminal, Alcohol dehydrogenase, N-terminal; Alcohol dehydrogenase, C-terminal, Alcohol dehydrogenase, N-terminal
XP_001693302.2	XP_001693302.2; XP_001703623.1; XP_001698123.1; XP_001703060.2	255; 255; 255; 255	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
XP_001693376.1	XP_001693376.1; XP_001694503.1	497; 505	Pfam	PF02906, PF02256; PF02906, PF02256	Iron only hydrogenase large subunit, C-terminal domain, Iron hydrogenase small subunit; Iron only hydrogenase large subunit, C-terminal domain, Iron hydrogenase small subunit	3.7E-100, 3.6E-25; 2.2E-94, 1.4E-24	IPR004108, IPR003149; IPR004108, IPR003149	Iron hydrogenase, large subunit, C-terminal, Iron hydrogenase, small subunit; Iron hydrogenase, large subunit, C-terminal, Iron hydrogenase, small subunit
XP_001693440.1	XP_001693440.1; XP_042914189.1	338; 338	Pfam	; 	; 	; 	; 	; 
XP_001693443.1	XP_001693443.1; XP_001696172.1	254; 232	Pfam	PF00538; PF00538	linker histone H1 and H5 family; linker histone H1 and H5 family	1.3E-20; 6.2E-18	IPR005818; IPR005818	Linker histone H1/H5, domain H15; Linker histone H1/H5, domain H15
XP_001693461.2	XP_001693461.2; XP_001693717.1	363; 362	Pfam	PF02668; PF02668	Taurine catabolism dioxygenase TauD, TfdA family; Taurine catabolism dioxygenase TauD, TfdA family	1.8E-29; 2.3E-29	IPR003819; IPR003819	TauD/TfdA-like domain; TauD/TfdA-like domain
XP_001693588.1	XP_001693588.1; XP_042927372.1	93; 67	Pfam	; 	; 	; 	; 	; 
XP_001693599.2	XP_001693599.2; XP_042917366.1; XP_042917086.1	1087; 1087; 1107	Pfam	PF18758; PF18758; PF18758	Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase	4.0E-27; 4.0E-27; 4.1E-27	IPR040521; IPR040521; IPR040521	Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase
XP_001693617.1	XP_001693617.1; XP_001693868.2	286; 291	Pfam	PF00583; PF00583	Acetyltransferase (GNAT) family; Acetyltransferase (GNAT) family	1.2E-8; 1.1E-8	IPR000182; IPR000182	GNAT domain; GNAT domain
XP_001693848.1	XP_001693848.1; XP_042917621.1	433; 430	Pfam	; 	; 	; 	; 	; 
XP_001693884.2	XP_001693884.2; XP_001695646.2; XP_001701259.1	503; 521; 533	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001693908.2	XP_001693908.2; XP_042919208.1; XP_042919209.1	909; 935; 922	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001693941.2	XP_001693941.2; XP_042919140.1	243; 243	Pfam	PF00160; PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	1.5E-49; 1.5E-49	IPR002130; IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
XP_001693987.1	XP_001693987.1; XP_001694115.1; XP_001703699.1; XP_001695344.1; XP_042924034.1; XP_001695467.1; XP_001695466.1; XP_042928994.1; XP_001697526.1	249; 249; 257; 254; 253; 254; 254; 256; 268	Pfam	PF00504; PF00504; PF00504; PF00504; PF00504; PF00504; PF00504; PF00504; PF00504	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein	3.8E-51; 3.8E-51; 2.1E-52; 2.4E-52; 2.4E-52; 2.5E-52; 3.0E-50; 2.7E-51; 5.6E-52	IPR022796; IPR022796; IPR022796; IPR022796; IPR022796; IPR022796; IPR022796; IPR022796; IPR022796	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein
XP_001693997.1	XP_001694072.1; XP_001693997.1	443; 443	Pfam	PF00091, PF03953; PF00091, PF03953	Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain; Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain	2.3E-68, 2.0E-39; 2.3E-68, 2.0E-39	IPR003008, IPR018316; IPR003008, IPR018316	Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, 2-layer sandwich domain; Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, 2-layer sandwich domain
XP_001694280.2	XP_001694280.2; XP_042924234.1	283; 284	Pfam	; 	; 	; 	; 	; 
XP_001694381.1	XP_042914056.1; XP_001694381.1	105; 105	Pfam	PF03259; PF03259	Roadblock/LC7 domain; Roadblock/LC7 domain	4.5E-29; 4.5E-29	IPR004942; IPR004942	Roadblock/LAMTOR2 domain; Roadblock/LAMTOR2 domain
XP_001694424.2	XP_001694424.2; XP_001694529.2	477; 476	Pfam	; 	; 	; 	; 	; 
XP_001694443.2	XP_001694443.2; XP_001694556.2	2170; 2191	Pfam	PF07714; PF07714	Protein tyrosine and serine/threonine kinase; Protein tyrosine and serine/threonine kinase	4.4E-55; 6.4E-55	IPR001245; IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain; Serine-threonine/tyrosine-protein kinase, catalytic domain
XP_001694454.1	XP_001694454.1; XP_001694571.1; XP_001694756.1; XP_001694671.1	646; 644; 654; 649	Pfam	PF03063; PF03063; PF03063; PF03063	Prismane/CO dehydrogenase family; Prismane/CO dehydrogenase family; Prismane/CO dehydrogenase family; Prismane/CO dehydrogenase family	8.9E-146; 2.9E-146; 4.4E-145; 2.3E-145	IPR004137; IPR004137; IPR004137; IPR004137	Hydroxylamine reductase/Ni-containing CO dehydrogenase; Hydroxylamine reductase/Ni-containing CO dehydrogenase; Hydroxylamine reductase/Ni-containing CO dehydrogenase; Hydroxylamine reductase/Ni-containing CO dehydrogenase
XP_001694608.1	XP_001694608.1; XP_001700313.1	153; 128	Pfam	PF00240; PF00240, PF01020	Ubiquitin family; Ubiquitin family, Ribosomal L40e family	3.4E-34; 2.2E-34, 4.0E-30	IPR000626; IPR000626, IPR001975	Ubiquitin-like domain; Ubiquitin-like domain, Ribosomal protein L40e
XP_001694722.2	XP_001694722.2; XP_001694723.1	432; 432	Pfam	PF00903; PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	3.3E-5; 4.1E-5	IPR004360; IPR004360	Glyoxalase/fosfomycin resistance/dioxygenase domain; Glyoxalase/fosfomycin resistance/dioxygenase domain
XP_001694770.1	XP_001694770.1; XP_001701943.2	383; 363	Pfam	PF02582; PF02582	Uncharacterised ACR, YagE family COG1723; Uncharacterised ACR, YagE family COG1723	2.0E-41; 9.8E-42	IPR003734; IPR003734	Domain of unknown function DUF155; Domain of unknown function DUF155
XP_001694830.2	XP_001694830.2; XP_042917274.1; XP_042917271.1	642; 622; 652	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001694860.2	XP_001694860.2; XP_042927786.1	1223; 1235	Pfam	PF00233; PF00233	3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase	6.5E-69; 6.8E-69	IPR002073; IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
XP_001694872.1	XP_001694872.1; XP_042927745.1; XP_001694873.1; XP_042927743.1; XP_001698201.2	624; 628; 625; 642; 612	Pfam	PF01384; PF01384; PF01384; PF01384; PF01384	Phosphate transporter family; Phosphate transporter family; Phosphate transporter family; Phosphate transporter family; Phosphate transporter family	2.1E-117; 2.6E-117; 1.3E-119; 2.8E-121; 3.8E-118	IPR001204; IPR001204; IPR001204; IPR001204; IPR001204	Phosphate transporter; Phosphate transporter; Phosphate transporter; Phosphate transporter; Phosphate transporter
XP_001694878.1	XP_001694878.1; XP_001696854.1	86; 86	Pfam	PF01667; PF01667	Ribosomal protein S27; Ribosomal protein S27	1.6E-23; 6.2E-29	IPR000592; IPR000592	Ribosomal protein S27; Ribosomal protein S27
XP_001694884.1	XP_001694884.1; XP_001694885.1	529; 523	Pfam	PF01490; PF01490	Transmembrane amino acid transporter protein; Transmembrane amino acid transporter protein	3.6E-46; 1.3E-46	IPR013057; IPR013057	Amino acid transporter, transmembrane domain; Amino acid transporter, transmembrane domain
XP_001694987.1	XP_001694987.1; XP_042927758.1	721; 717	Pfam	PF03016; PF03016	Exostosin family; Exostosin family	8.8E-30; 1.2E-30	IPR040911; IPR040911	Exostosin, GT47 domain; Exostosin, GT47 domain
XP_001695010.2	XP_001695010.2; XP_042926757.1	2526; 2520	Pfam	PF00211; PF00211	Adenylate and Guanylate cyclase catalytic domain; Adenylate and Guanylate cyclase catalytic domain	2.1E-54; 4.8E-54	IPR001054; IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase; Adenylyl cyclase class-3/4/guanylyl cyclase
XP_001695027.2	XP_001695027.2; XP_001695028.1	264; 255	Pfam	; 	; 	; 	; 	; 
XP_001695189.2	XP_001695189.2; XP_042920848.1; XP_042928860.1; XP_042920684.1; XP_042915951.1; XP_042927161.1; XP_042928294.1; XP_042924526.1; XP_042917603.1; XP_042919081.1; XP_042927711.1; XP_042924405.1; XP_042923294.1; XP_042915740.1; XP_001698634.2	249; 253; 275; 257; 225; 264; 239; 219; 226; 257; 268; 287; 293; 290; 205	Pfam	PF07282; PF07282; PF07282; PF07282; PF07282; PF07282; PF07282; ; PF07282; ; ; PF07282; PF07282; PF07282; PF07282	Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; ; Putative transposase DNA-binding domain; ; ; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain	4.6E-9; 4.7E-9; 5.5E-9; 8.5E-9; 3.8E-9; 1.4E-8; 4.3E-9; ; 1.8E-9; ; ; 6.0E-9; 6.2E-9; 6.1E-9; 1.2E-8	IPR010095; IPR010095; IPR010095; IPR010095; IPR010095; IPR010095; IPR010095; ; IPR010095; ; ; IPR010095; IPR010095; IPR010095; IPR010095	Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; ; Transposase IS605, OrfB, C-terminal; ; ; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal
XP_001695239.1	XP_001695239.1; XP_042927523.1	348; 369	Pfam	PF13391; PF13391	HNH endonuclease; HNH endonuclease	3.6E-7; 1.7E-6	IPR003615; IPR003615	HNH nuclease; HNH nuclease
XP_001695359.2	XP_001695359.2; XP_001695445.2	146; 148	Pfam	; 	; 	; 	; 	; 
XP_001695656.1	XP_001695656.1; XP_042925655.1	86; 87	Pfam	; 	; 	; 	; 	; 
XP_001695690.1	XP_001695690.1; XP_042925609.1	211; 210	Pfam	PF04720; PF04720	PDDEXK-like family of unknown function; PDDEXK-like family of unknown function	2.4E-19; 4.4E-17	IPR006502; IPR006502	Protein of unknown function PDDEXK-like; Protein of unknown function PDDEXK-like
XP_001695782.1	XP_001695782.1; XP_001695783.1	97; 94	Pfam	PF11976; PF11976	Ubiquitin-2 like Rad60 SUMO-like; Ubiquitin-2 like Rad60 SUMO-like	1.5E-22; 1.9E-21	IPR022617; IPR022617	Rad60/SUMO-like domain; Rad60/SUMO-like domain
XP_001695837.1	XP_001695837.1; XP_042916106.1	175; 196	Pfam	PF00254; PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase; FKBP-type peptidyl-prolyl cis-trans isomerase	4.5E-31; 5.2E-32	IPR001179; IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain; FKBP-type peptidyl-prolyl cis-trans isomerase domain
XP_001695867.2	XP_001695867.2; XP_001695972.2	658; 662	Pfam	; 	; 	; 	; 	; 
XP_001696064.1	XP_001696064.1; XP_042921962.1; XP_001696125.1	259; 259; 253	Pfam	PF00504; PF00504; PF00504	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein	1.0E-40; 1.0E-40; 3.6E-41	IPR022796; IPR022796; IPR022796	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein
XP_001696074.2	XP_001696074.2; XP_042921991.1; XP_001696156.2; XP_042921990.1; XP_042922037.1; XP_001701319.1; XP_001701291.1; XP_042922035.1	119; 120; 119; 116; 114; 114; 114; 114	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
XP_001696269.1	XP_001696269.1; XP_042923567.1; XP_042923570.1	433; 431; 432	Pfam	PF00069; PF00069; PF00069	Protein kinase domain; Protein kinase domain; Protein kinase domain	1.4E-14; 1.9E-15; 1.4E-16	IPR000719; IPR000719; IPR000719	Protein kinase domain; Protein kinase domain; Protein kinase domain
XP_001696391.2	XP_042923355.1; XP_001696391.2	121; 121	Pfam	PF13877; PF13877	Potential Monad-binding region of RPAP3; Potential Monad-binding region of RPAP3	6.7E-11; 6.7E-11	IPR025986; IPR025986	RNA-polymerase II-associated protein 3-like, C-terminal domain; RNA-polymerase II-associated protein 3-like, C-terminal domain
XP_001696473.1	XP_001696473.1; XP_042921654.1	504; 481	Pfam	PF01593; PF01593	Flavin containing amine oxidoreductase; Flavin containing amine oxidoreductase	1.5E-10; 4.8E-6	IPR002937; IPR002937	Amine oxidase; Amine oxidase
XP_001696486.2	XP_001696486.2; XP_042923674.1	161; 164	Pfam	PF01429; PF01429	Methyl-CpG binding domain; Methyl-CpG binding domain	3.4E-5; 8.9E-6	IPR001739; IPR001739	Methyl-CpG DNA binding; Methyl-CpG DNA binding
XP_001696541.2	XP_001696541.2; XP_042923565.1	373; 371	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	1.1E-13; 1.6E-16	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
XP_001696550.2	XP_001696550.2; XP_001696557.1	433; 433	Pfam	; 	; 	; 	; 	; 
XP_001696638.1	XP_001696638.1; XP_001699223.1	161; 166	Pfam	; 	; 	; 	; 	; 
XP_001696788.2	XP_001696788.2; XP_001696789.1	513; 531	Pfam	PF07690; PF07690	Major Facilitator Superfamily; Major Facilitator Superfamily	5.5E-21; 1.1E-20	IPR011701; IPR011701	Major facilitator superfamily; Major facilitator superfamily
XP_001696837.1	XP_001696837.1; XP_042927681.1; XP_042927785.1; XP_042915759.1; XP_042914312.1; XP_042920690.1; XP_042928702.1; XP_042920685.1; XP_042914920.1; XP_042917288.1; XP_042921139.1; XP_042923293.1; XP_042922903.1; XP_042917606.1; XP_042915233.1; XP_001699812.2; XP_042927682.1; XP_001701002.2; XP_042923035.1; XP_042915342.1; XP_042919801.1; XP_042917928.1	205; 205; 188; 232; 184; 163; 257; 146; 147; 152; 287; 281; 123; 132; 307; 315; 314; 317; 265; 107; 319; 337	Pfam	; ; ; ; ; ; ; ; PF11397; ; ; ; ; ; ; ; ; ; PF00650; ; ; 	; ; ; ; ; ; ; ; Glycosyltransferase (GlcNAc); ; ; ; ; ; ; ; ; ; CRAL/TRIO domain; ; ; 	; ; ; ; ; ; ; ; 1.1E-5; ; ; ; ; ; ; ; ; ; 2.8E-18; ; ; 	; ; ; ; ; ; ; ; IPR021067; ; ; ; ; ; ; ; ; ; IPR001251; ; ; 	; ; ; ; ; ; ; ; Glycosyltransferase, GlcNAc; ; ; ; ; ; ; ; ; ; CRAL-TRIO lipid binding domain; ; ; 
XP_001696876.1	XP_001696876.1; XP_001696877.2	231; 242	Pfam	; 	; 	; 	; 	; 
XP_001697323.2	XP_001697323.2; XP_042920464.1; XP_042915648.1	167; 162; 156	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001697421.1	XP_001697421.1; XP_042925819.1	568; 538	Pfam	PF16916, PF01545; PF16916, PF01545	Dimerisation domain of Zinc Transporter, Cation efflux family; Dimerisation domain of Zinc Transporter, Cation efflux family	4.2E-9, 1.1E-24; 4.8E-9, 4.1E-26	IPR027470, IPR002524; IPR027470, IPR002524	Cation efflux protein, cytoplasmic domain, Cation efflux protein; Cation efflux protein, cytoplasmic domain, Cation efflux protein
XP_001697688.2	XP_001697688.2; XP_001702292.1; XP_042921765.1; XP_042916356.1	112; 112; 119; 139	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
XP_001697729.1	XP_001697729.1; XP_001697793.1	253; 255	Pfam	; 	; 	; 	; 	; 
XP_001697835.2	XP_001697835.2; XP_042915559.1	561; 562	Pfam	PF09118, PF07250; PF07250, PF09118	Domain of unknown function (DUF1929), Glyoxal oxidase N-terminus; Glyoxal oxidase N-terminus, Domain of unknown function (DUF1929)	1.6E-19, 4.6E-11; 2.2E-11, 1.6E-19	IPR015202, IPR009880; IPR009880, IPR015202	Galactose oxidase-like, Early set domain, Glyoxal oxidase, N-terminal; Glyoxal oxidase, N-terminal, Galactose oxidase-like, Early set domain
XP_001697952.2	XP_001697952.2; XP_042915671.1; XP_042915673.1	438; 450; 466	Pfam	PF01062; PF01062; PF01062	Bestrophin, RFP-TM, chloride channel; Bestrophin, RFP-TM, chloride channel; Bestrophin, RFP-TM, chloride channel	1.5E-49; 1.2E-48; 2.4E-50	IPR021134; IPR021134; IPR021134	Bestrophin/UPF0187; Bestrophin/UPF0187; Bestrophin/UPF0187
XP_001697967.2	XP_001697967.2; XP_042915780.1	444; 416	Pfam	; 	; 	; 	; 	; 
XP_001698004.1	XP_001698004.1; XP_001703656.1	478; 477	Pfam	PF00984, PF03720, PF03721; PF03721, PF03720, PF00984	UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain; UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, central domain	2.6E-31, 3.7E-33, 1.3E-64; 2.3E-64, 1.7E-32, 3.2E-31	IPR014026, IPR014027, IPR001732; IPR001732, IPR014027, IPR014026	UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, N-terminal; UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, dimerisation
XP_001698006.1	XP_001698006.1; XP_001702619.2; XP_042918424.1	72; 72; 90	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001698068.2	XP_001698068.2; XP_042923841.1	209; 200	Pfam	; 	; 	; 	; 	; 
XP_001698234.1	XP_001698234.1; XP_042915450.1	234; 237	Pfam	PF02536; PF00133, PF02536	mTERF; tRNA synthetases class I (I, L, M and V), mTERF	1.7E-5; 5.3E-32, 1.5E-5	IPR003690; IPR002300, IPR003690	Transcription termination factor, mitochondrial/chloroplastic; Aminoacyl-tRNA synthetase, class Ia, Transcription termination factor, mitochondrial/chloroplastic
XP_001698246.1	XP_001698246.1; XP_001702884.2	150; 162	Pfam	PF00334; PF00334	Nucleoside diphosphate kinase; Nucleoside diphosphate kinase	1.1E-53; 1.3E-52	IPR034907; IPR034907	Nucleoside diphosphate kinase-like domain; Nucleoside diphosphate kinase-like domain
XP_001698330.1	XP_001698330.1; XP_042920368.1; XP_042920364.1	148; 148; 140	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001698336.2	XP_001698336.2; XP_042924403.1; XP_042921171.1; XP_042927832.1	135; 127; 112; 100	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
XP_001698551.1	XP_001698551.1; XP_001698552.1	201; 201	Pfam	PF03358; PF03358	NADPH-dependent FMN reductase; NADPH-dependent FMN reductase	9.5E-16; 1.0E-15	IPR005025; IPR005025	NADPH-dependent FMN reductase-like; NADPH-dependent FMN reductase-like
XP_001698579.2	XP_001698579.2; XP_042917967.1; XP_042920879.1	380; 408; 400	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001698685.2	XP_042925086.1; XP_001698685.2	87; 87	Pfam	; 	; 	; 	; 	; 
XP_001698776.1	XP_001698776.1; XP_001698831.1; XP_001698778.1; XP_001698829.1	216; 217; 219; 225	Pfam	PF00168; PF00168; PF00168; PF00168	C2 domain; C2 domain; C2 domain; C2 domain	3.1E-19; 3.1E-19; 6.9E-20; 1.8E-19	IPR000008; IPR000008; IPR000008; IPR000008	C2 domain; C2 domain; C2 domain; C2 domain
XP_001699002.1	XP_001699002.1; XP_001699051.2	140; 170	Pfam	PF01641; PF01641	SelR domain; SelR domain	4.0E-52; 1.6E-51	IPR002579; IPR002579	Peptide methionine sulphoxide reductase MrsB; Peptide methionine sulphoxide reductase MrsB
XP_001699069.2	XP_001699069.2; XP_001701332.2	697; 676	Pfam	; 	; 	; 	; 	; 
XP_001699242.1	XP_001699242.1; XP_042915762.1	162; 171	Pfam	PF01248; PF00867	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family; XPG I-region	8.5E-25; 1.7E-16	IPR004038; IPR006086	Ribosomal protein L7Ae/L30e/S12e/Gadd45; XPG-I domain
XP_001699342.2	XP_001699342.2; XP_042923676.1	142; 151	Pfam	; 	; 	; 	; 	; 
XP_001699408.1	XP_001699408.1; XP_042926696.1	435; 465	Pfam	PF00724; PF00724	NADH:flavin oxidoreductase / NADH oxidase family; NADH:flavin oxidoreductase / NADH oxidase family	1.8E-86; 2.9E-86	IPR001155; IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal; NADH:flavin oxidoreductase/NADH oxidase, N-terminal
