XP_001689460.2	XP_001689460.2; XP_042928288.1	250; 160	Pfam	PF03556, PF14555; PF14555	Cullin binding, UBA-like domain; UBA-like domain	1.1E-33, 4.8E-5; 1.1E-5	IPR005176, -; -	Potentiating neddylation domain, -; -
XP_001691146.2	XP_001691146.2; XP_042914201.1; XP_042914082.1; XP_042914070.1; XP_042923893.1; XP_042926441.1; XP_042918809.1; XP_042927134.1; XP_042925076.1; XP_042925083.1; XP_042917771.1; XP_042923911.1; XP_042928127.1; XP_042927135.1; XP_042921369.1; XP_042915154.1; XP_042918813.1; XP_042915147.1; XP_042922114.1; XP_042922795.1; XP_042926439.1; XP_042922116.1; XP_042914081.1; XP_042914202.1; XP_042918808.1; XP_042928126.1; XP_042921360.1; XP_042918820.1; XP_042927099.1; XP_042922110.1; XP_042920266.1; XP_042928121.1; XP_042921367.1; XP_042915140.1; XP_042915723.1; XP_042924803.1; XP_042927136.1; XP_042926415.1; XP_042923912.1; XP_042918818.1; XP_042916884.1; XP_042923902.1; XP_042916885.1; XP_042923901.1; XP_042914086.1; XP_042914048.1; XP_042927095.1; XP_042924806.1; XP_042918817.1; XP_042926432.1; XP_042918819.1; XP_042915717.1; XP_042914087.1; XP_042915725.1; XP_042923920.1; XP_042914105.1; XP_042923917.1; XP_042923898.1; XP_042923891.1; XP_042915726.1; XP_042918815.1; XP_042914197.1; XP_042915716.1; XP_042918811.1; XP_042923890.1; XP_042921368.1; XP_042920269.1; XP_042918807.1; XP_042914090.1; XP_042922117.1; XP_042920265.1; XP_042914104.1; XP_042915722.1; XP_042920268.1; XP_042915144.1; XP_042922802.1; XP_042927098.1; XP_042914194.1; XP_042924800.1; XP_042915156.1; XP_042915718.1; XP_042923899.1; XP_042915720.1; XP_042914071.1; XP_042914200.1; XP_042914080.1; XP_042922113.1; XP_042914107.1; XP_042915719.1; XP_042914111.1; XP_042925056.1; XP_042918801.1; XP_042924798.1; XP_042924804.1; XP_042927092.1; XP_042927093.1; XP_042925070.1; XP_042925079.1; XP_042914089.1; XP_042928120.1; XP_042916886.1; XP_042927137.1; XP_042928122.1; XP_042928125.1; XP_042925054.1; XP_042915797.1; XP_042925946.1; XP_042914084.1; XP_042915724.1; XP_042914198.1; XP_042914199.1; XP_042926438.1; XP_042928119.1; XP_042926430.1; XP_042914079.1; XP_042921365.1; XP_042924515.1; XP_042927094.1; XP_042914106.1; XP_042915721.1; XP_042914103.1; XP_042926433.1; XP_042926419.1; XP_042914067.1; XP_042926434.1; XP_042923894.1; XP_042914195.1; XP_042923906.1; XP_042914203.1; XP_042923922.1; XP_042926440.1; XP_042923903.1; XP_042915713.1; XP_042922797.1; XP_042924805.1; XP_042921362.1; XP_042914109.1; XP_042921363.1; XP_042914085.1	362; 417; 381; 452; 357; 422; 506; 484; 500; 490; 490; 346; 452; 368; 386; 541; 504; 558; 601; 449; 435; 488; 390; 405; 406; 598; 379; 346; 293; 460; 408; 535; 520; 316; 350; 368; 336; 618; 625; 635; 632; 650; 656; 674; 678; 498; 328; 307; 583; 563; 664; 314; 255; 199; 219; 643; 711; 732; 755; 759; 228; 240; 757; 730; 252; 271; 277; 108; 175; 155; 158; 131; 131; 111; 813; 826; 840; 810; 814; 783; 189; 135; 196; 148; 200; 181; 170; 211; 196; 208; 212; 84; 81; 71; 59; 57; 865; 911; 916; 873; 932; 108; 118; 123; 137; 137; 234; 993; 990; 974; 1005; 1042; 1058; 1123; 1188; 1194; 1187; 1237; 1258; 1226; 1287; 1236; 1273; 1337; 1336; 1377; 1417; 1402; 1416; 1497; 1587; 1529; 1580; 1563; 1616; 1675; 1693; 1711; 1771	Pfam	; ; ; ; ; ; ; ; ; ; ; PF00078; PF00078; ; ; ; ; ; ; PF00078; ; ; ; ; ; ; PF00078; PF00078; ; PF00078; PF00078; PF00078; ; ; ; ; ; ; ; PF00078; ; PF00078; PF00078; PF00078; ; ; ; ; PF00078; ; ; ; ; ; ; ; ; ; ; PF00078; ; ; ; ; ; ; PF00078; ; ; ; ; ; ; ; ; PF00078; ; PF00078; ; PF00078; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; PF00078; PF03372, PF00078; PF00078; PF00078; ; PF00078; ; ; ; ; PF00078; PF00078; PF00078; ; PF00078; ; PF00078; PF00078; ; ; PF00078; PF00078; PF00078; PF00078; PF03372, PF00078; ; PF03372, PF00078; ; PF00078; PF00078; PF00078; PF03372; PF03372, PF00078; PF00078; PF00078; PF00078; PF03372; PF00078, PF03372; ; PF00078; PF03372; PF00078	; ; ; ; ; ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); Endonuclease/Exonuclease/phosphatase family, Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); ; ; ; ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); ; ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Endonuclease/Exonuclease/phosphatase family, Reverse transcriptase (RNA-dependent DNA polymerase); ; Endonuclease/Exonuclease/phosphatase family, Reverse transcriptase (RNA-dependent DNA polymerase); ; Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Endonuclease/Exonuclease/phosphatase family; Endonuclease/Exonuclease/phosphatase family, Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Endonuclease/Exonuclease/phosphatase family; Reverse transcriptase (RNA-dependent DNA polymerase), Endonuclease/Exonuclease/phosphatase family; ; Reverse transcriptase (RNA-dependent DNA polymerase); Endonuclease/Exonuclease/phosphatase family; Reverse transcriptase (RNA-dependent DNA polymerase)	; ; ; ; ; ; ; ; ; ; ; 4.3E-32; 4.2E-25; ; ; ; ; ; ; 2.3E-19; ; ; ; ; ; ; 4.0E-32; 1.9E-9; ; 2.4E-31; 1.7E-23; 1.5E-22; ; ; ; ; ; ; ; 5.7E-32; ; 4.0E-21; 9.0E-30; 2.2E-31; ; ; ; ; 1.0E-21; ; ; ; ; ; ; ; ; ; ; 1.6E-29; ; ; ; ; ; ; 5.7E-24; ; ; ; ; ; ; ; ; 1.6E-31; ; 7.9E-32; ; 1.2E-23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2.2E-24; 7.5E-6, 3.0E-31; 1.1E-31; 2.8E-24; ; 1.0E-7; ; ; ; ; 1.4E-30; 8.0E-26; 1.1E-31; ; 3.8E-22; ; 1.3E-30; 3.9E-31; ; ; 2.0E-31; 1.5E-31; 3.8E-27; 4.1E-27; 7.2E-6, 1.1E-21; ; 2.5E-7, 3.0E-30; ; 1.9E-21; 2.1E-31; 1.8E-31; 2.5E-6; 8.6E-6, 5.7E-31; 1.0E-30; 2.4E-31; 2.6E-31; 1.0E-5; 3.1E-30, 4.1E-6; ; 3.0E-31; 3.0E-6; 3.5E-31	; ; ; ; ; ; ; ; ; ; ; IPR000477; IPR000477; ; ; ; ; ; ; IPR000477; ; ; ; ; ; ; IPR000477; IPR000477; ; IPR000477; IPR000477; IPR000477; ; ; ; ; ; ; ; IPR000477; ; IPR000477; IPR000477; IPR000477; ; ; ; ; IPR000477; ; ; ; ; ; ; ; ; ; ; IPR000477; ; ; ; ; ; ; IPR000477; ; ; ; ; ; ; ; ; IPR000477; ; IPR000477; ; IPR000477; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; IPR000477; IPR005135, IPR000477; IPR000477; IPR000477; ; IPR000477; ; ; ; ; IPR000477; IPR000477; IPR000477; ; IPR000477; ; IPR000477; IPR000477; ; ; IPR000477; IPR000477; IPR000477; IPR000477; IPR005135, IPR000477; ; IPR005135, IPR000477; ; IPR000477; IPR000477; IPR000477; IPR005135; IPR005135, IPR000477; IPR000477; IPR000477; IPR000477; IPR005135; IPR000477, IPR005135; ; IPR000477; IPR005135; IPR000477	; ; ; ; ; ; ; ; ; ; ; Reverse transcriptase domain; Reverse transcriptase domain; ; ; ; ; ; ; Reverse transcriptase domain; ; ; ; ; ; ; Reverse transcriptase domain; Reverse transcriptase domain; ; Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; ; ; ; ; ; ; ; Reverse transcriptase domain; ; Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; ; ; ; ; Reverse transcriptase domain; ; ; ; ; ; ; ; ; ; ; Reverse transcriptase domain; ; ; ; ; ; ; Reverse transcriptase domain; ; ; ; ; ; ; ; ; Reverse transcriptase domain; ; Reverse transcriptase domain; ; Reverse transcriptase domain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Reverse transcriptase domain; Endonuclease/exonuclease/phosphatase, Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; ; Reverse transcriptase domain; ; ; ; ; Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; ; Reverse transcriptase domain; ; Reverse transcriptase domain; Reverse transcriptase domain; ; ; Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; Endonuclease/exonuclease/phosphatase, Reverse transcriptase domain; ; Endonuclease/exonuclease/phosphatase, Reverse transcriptase domain; ; Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; Endonuclease/exonuclease/phosphatase; Endonuclease/exonuclease/phosphatase, Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; Endonuclease/exonuclease/phosphatase; Reverse transcriptase domain, Endonuclease/exonuclease/phosphatase; ; Reverse transcriptase domain; Endonuclease/exonuclease/phosphatase; Reverse transcriptase domain
XP_001691197.2	XP_001691197.2; XP_042924486.1	181; 170	Pfam	; 	; 	; 	; 	; 
XP_001691263.2	XP_001691263.2; XP_042924413.1	622; 624	Pfam	; 	; 	; 	; 	; 
XP_001691586.2	XP_001691586.2; XP_001691752.2; XP_001691606.1; XP_001691772.2; XP_001691608.2	222; 223; 223; 206; 223	Pfam	PF01184; PF01184; PF01184; PF01184; PF01184	GPR1/FUN34/yaaH family; GPR1/FUN34/yaaH family; GPR1/FUN34/yaaH family; GPR1/FUN34/yaaH family; GPR1/FUN34/yaaH family	1.4E-30; 1.8E-30; 1.5E-30; 1.9E-31; 2.3E-31	IPR000791; IPR000791; IPR000791; IPR000791; IPR000791	Acetate transporter GPR1/FUN34/SatP family; Acetate transporter GPR1/FUN34/SatP family; Acetate transporter GPR1/FUN34/SatP family; Acetate transporter GPR1/FUN34/SatP family; Acetate transporter GPR1/FUN34/SatP family
XP_001691664.2	XP_042914545.1; XP_042914320.1; XP_001691664.2	930; 930; 930	Pfam	PF14291, PF05699; PF14291, PF05699; PF14291, PF05699	Domain of unknown function (DUF4371), hAT family C-terminal dimerisation region; Domain of unknown function (DUF4371), hAT family C-terminal dimerisation region; Domain of unknown function (DUF4371), hAT family C-terminal dimerisation region	2.5E-13, 3.9E-6; 2.5E-13, 3.9E-6; 2.5E-13, 3.9E-6	IPR025398, IPR008906; IPR025398, IPR008906; IPR025398, IPR008906	Domain of unknown function DUF4371, HAT, C-terminal dimerisation domain; Domain of unknown function DUF4371, HAT, C-terminal dimerisation domain; Domain of unknown function DUF4371, HAT, C-terminal dimerisation domain
XP_001691671.1	XP_001691671.1; XP_042914539.1	89; 125	Pfam	; 	; 	; 	; 	; 
XP_001691702.1	XP_001691702.1; XP_042922553.1	513; 496	Pfam	PF01566; PF01566	Natural resistance-associated macrophage protein; Natural resistance-associated macrophage protein	1.8E-126; 2.1E-106	IPR001046; IPR001046	NRAMP family; NRAMP family
XP_001691864.2	XP_001691864.2; XP_001691865.1	189; 218	Pfam	PF00293; PF00293	NUDIX domain; NUDIX domain	8.5E-17; 4.0E-17	IPR000086; IPR000086	NUDIX hydrolase domain; NUDIX hydrolase domain
XP_001691876.1	XP_001703110.1; XP_001691876.1	451; 451	Pfam	PF03953, PF00091; PF03953, PF00091	Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain; Tubulin C-terminal domain, Tubulin/FtsZ family, GTPase domain	7.3E-51, 3.7E-67; 7.3E-51, 3.7E-67	IPR018316, IPR003008; IPR018316, IPR003008	Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, GTPase domain
XP_001691880.2	XP_001691880.2; XP_042926310.1	350; 368	Pfam	; 	; 	; 	; 	; 
XP_001691972.1	XP_001691972.1; XP_042915859.1	649; 649	Pfam	PF00884; PF00884	Sulfatase; Sulfatase	4.4E-69; 2.7E-68	IPR000917; IPR000917	Sulfatase, N-terminal; Sulfatase, N-terminal
XP_001692133.2	XP_001692133.2; XP_042925429.1; XP_042928116.1; XP_042915655.1	854; 854; 781; 739	Pfam	PF00078; PF00078; PF00078; PF00856	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); SET domain	3.9E-9; 3.9E-9; 3.4E-9; 1.3E-9	IPR000477; IPR000477; IPR000477; IPR001214	Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain; SET domain
XP_001692192.1	XP_001692192.1; XP_042925287.1	478; 461	Pfam	PF18599; PF18599	Limiting CO2-inducible proteins B/C beta carbonyic anhydrases; Limiting CO2-inducible proteins B/C beta carbonyic anhydrases	1.2E-71; 1.9E-60	IPR040703; IPR040703	Limiting CO2-inducible protein B/C, beta carbonyic anhydrase domain; Limiting CO2-inducible protein B/C, beta carbonyic anhydrase domain
XP_001692197.1	XP_001692197.1; XP_001692288.1	358; 355	Pfam	PF00153; PF00153	Mitochondrial carrier protein; Mitochondrial carrier protein	9.7E-21; 9.7E-21	IPR018108; IPR018108	Mitochondrial substrate/solute carrier; Mitochondrial substrate/solute carrier
XP_001692290.1	XP_001692290.1; XP_001692291.1	380; 377	Pfam	PF00194; PF00194	Eukaryotic-type carbonic anhydrase; Eukaryotic-type carbonic anhydrase	7.8E-33; 4.2E-33	IPR001148; IPR001148	Alpha carbonic anhydrase domain; Alpha carbonic anhydrase domain
XP_001692305.2	XP_001692305.2; XP_042925307.1	376; 351	Pfam	PF03407; PF03407	Nucleotide-diphospho-sugar transferase; Nucleotide-diphospho-sugar transferase	1.1E-15; 1.2E-14	IPR005069; IPR005069	Nucleotide-diphospho-sugar transferase; Nucleotide-diphospho-sugar transferase
XP_001692429.2	XP_001692429.2; XP_042922995.1	509; 513	Pfam	PF00389, PF02826; PF02826, PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	1.5E-17, 2.3E-29; 6.3E-32, 2.6E-17	IPR006139, IPR006140; IPR006140, IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
XP_001692454.2	XP_001692454.2; XP_042926539.1; XP_042928176.1	253; 283; 281	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001692504.1	XP_001692504.1; XP_042915114.1	577; 581	Pfam	PF00118; PF00118	TCP-1/cpn60 chaperonin family; TCP-1/cpn60 chaperonin family	2.2E-99; 6.9E-98	IPR002423; IPR002423	Chaperonin Cpn60/TCP-1 family; Chaperonin Cpn60/TCP-1 family
XP_001692645.1	XP_001692645.1; XP_042917117.1; XP_001692752.1	582; 582; 582	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001692736.2	XP_001692736.2; XP_042916893.1	280; 280	Pfam	; 	; 	; 	; 	; 
XP_001692747.1	XP_001692747.1; XP_042922838.1; XP_001702377.2	295; 291; 268	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001692831.1	XP_001692831.1; XP_042916920.1	532; 534	Pfam	; 	; 	; 	; 	; 
XP_001692906.2	XP_001692906.2; XP_001693017.2	651; 677	Pfam	PF00497; PF00497	Bacterial extracellular solute-binding proteins, family 3; Bacterial extracellular solute-binding proteins, family 3	2.1E-10; 2.3E-10	IPR001638; IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF; Solute-binding protein  family 3/N-terminal domain of MltF
XP_001692927.2	XP_001692927.2; XP_001693042.1	379; 380	Pfam	PF00120, PF03951; PF00120, PF03951	Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain; Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain	9.0E-10, 8.5E-19; 9.1E-10, 6.1E-19	IPR008146, IPR008147; IPR008146, IPR008147	Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain; Glutamine synthetase, catalytic domain, Glutamine synthetase, beta-Grasp domain
XP_001693039.1	XP_001693039.1; XP_042922697.1	630; 629	Pfam	PF00005, PF19055, PF01061; PF01061, PF19055, PF00005	ABC transporter, ABC-2 type transporter, ABC-2 type transporter; ABC-2 type transporter, ABC-2 type transporter, ABC transporter	4.8E-27, 3.7E-10, 1.3E-41; 5.9E-41, 3.3E-10, 8.3E-27	IPR003439, IPR043926, IPR013525; IPR013525, IPR043926, IPR003439	ABC transporter-like, ATP-binding domain, ABC transporter family G domain, ABC-2 type transporter; ABC-2 type transporter, ABC transporter family G domain, ABC transporter-like, ATP-binding domain
XP_001693135.2	XP_001693135.2; XP_042926389.1	203; 181	Pfam	PF01679; PF01679	Proteolipid membrane potential modulator; Proteolipid membrane potential modulator	3.0E-8; 7.4E-10	IPR000612; IPR000612	Proteolipid membrane potential modulator; Proteolipid membrane potential modulator
XP_001693302.2	XP_001693302.2; XP_001703623.1; XP_001698123.1; XP_001703060.2	255; 255; 255; 255	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 	; ; ; 
XP_001693440.1	XP_001693440.1; XP_042914189.1	338; 338	Pfam	; 	; 	; 	; 	; 
XP_001693461.2	XP_001693461.2; XP_001693717.1	363; 362	Pfam	PF02668; PF02668	Taurine catabolism dioxygenase TauD, TfdA family; Taurine catabolism dioxygenase TauD, TfdA family	1.8E-29; 2.3E-29	IPR003819; IPR003819	TauD/TfdA-like domain; TauD/TfdA-like domain
XP_001693572.2	XP_001693572.2; XP_042917542.1; XP_042917540.1	374; 413; 440	Pfam	PF05686; PF05686; PF05686	Glycosyl transferase family 90; Glycosyl transferase family 90; Glycosyl transferase family 90	2.1E-17; 8.7E-21; 5.4E-21	IPR006598; IPR006598; IPR006598	Glycosyl transferase CAP10 domain; Glycosyl transferase CAP10 domain; Glycosyl transferase CAP10 domain
XP_001693588.1	XP_001693588.1; XP_042927372.1	93; 67	Pfam	; 	; 	; 	; 	; 
XP_001693599.2	XP_001693599.2; XP_042917366.1; XP_042917086.1	1087; 1087; 1107	Pfam	PF18758; PF18758; PF18758	Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase	4.0E-27; 4.0E-27; 4.1E-27	IPR040521; IPR040521; IPR040521	Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase
XP_001693941.2	XP_001693941.2; XP_042919140.1	243; 243	Pfam	PF00160; PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD; Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	1.5E-49; 1.5E-49	IPR002130; IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain; Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
XP_001693997.1	XP_001694072.1; XP_001693997.1	443; 443	Pfam	PF00091, PF03953; PF00091, PF03953	Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain; Tubulin/FtsZ family, GTPase domain, Tubulin C-terminal domain	2.3E-68, 2.0E-39; 2.3E-68, 2.0E-39	IPR003008, IPR018316; IPR003008, IPR018316	Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, 2-layer sandwich domain; Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, 2-layer sandwich domain
XP_001694024.2	XP_001694024.2; XP_042915500.1	345; 425	Pfam	; 	; 	; 	; 	; 
XP_001694280.2	XP_001694280.2; XP_042924234.1	283; 284	Pfam	; 	; 	; 	; 	; 
XP_001694381.1	XP_042914056.1; XP_001694381.1	105; 105	Pfam	PF03259; PF03259	Roadblock/LC7 domain; Roadblock/LC7 domain	4.5E-29; 4.5E-29	IPR004942; IPR004942	Roadblock/LAMTOR2 domain; Roadblock/LAMTOR2 domain
XP_001694424.2	XP_001694424.2; XP_001694529.2	477; 476	Pfam	; 	; 	; 	; 	; 
XP_001694443.2	XP_001694443.2; XP_001694556.2	2170; 2191	Pfam	PF07714; PF07714	Protein tyrosine and serine/threonine kinase; Protein tyrosine and serine/threonine kinase	4.4E-55; 6.4E-55	IPR001245; IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain; Serine-threonine/tyrosine-protein kinase, catalytic domain
XP_001694454.1	XP_001694454.1; XP_001694571.1; XP_001694756.1; XP_001694671.1	646; 644; 654; 649	Pfam	PF03063; PF03063; PF03063; PF03063	Prismane/CO dehydrogenase family; Prismane/CO dehydrogenase family; Prismane/CO dehydrogenase family; Prismane/CO dehydrogenase family	8.9E-146; 2.9E-146; 4.4E-145; 2.3E-145	IPR004137; IPR004137; IPR004137; IPR004137	Hydroxylamine reductase/Ni-containing CO dehydrogenase; Hydroxylamine reductase/Ni-containing CO dehydrogenase; Hydroxylamine reductase/Ni-containing CO dehydrogenase; Hydroxylamine reductase/Ni-containing CO dehydrogenase
XP_001694608.1	XP_001694608.1; XP_001700313.1	153; 128	Pfam	PF00240; PF00240, PF01020	Ubiquitin family; Ubiquitin family, Ribosomal L40e family	3.4E-34; 2.2E-34, 4.0E-30	IPR000626; IPR000626, IPR001975	Ubiquitin-like domain; Ubiquitin-like domain, Ribosomal protein L40e
XP_001694722.2	XP_001694722.2; XP_001694723.1	432; 432	Pfam	PF00903; PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	3.3E-5; 4.1E-5	IPR004360; IPR004360	Glyoxalase/fosfomycin resistance/dioxygenase domain; Glyoxalase/fosfomycin resistance/dioxygenase domain
XP_001694770.1	XP_001694770.1; XP_001701943.2	383; 363	Pfam	PF02582; PF02582	Uncharacterised ACR, YagE family COG1723; Uncharacterised ACR, YagE family COG1723	2.0E-41; 9.8E-42	IPR003734; IPR003734	Domain of unknown function DUF155; Domain of unknown function DUF155
XP_001694830.2	XP_001694830.2; XP_042917271.1; XP_042917274.1	642; 652; 622	Pfam	; ; 	; ; 	; ; 	; ; 	; ; 
XP_001694860.2	XP_001694860.2; XP_042927786.1	1223; 1235	Pfam	PF00233; PF00233	3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase	6.5E-69; 6.8E-69	IPR002073; IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
XP_001694872.1	XP_001694872.1; XP_042927745.1	624; 628	Pfam	PF01384; PF01384	Phosphate transporter family; Phosphate transporter family	2.1E-117; 2.6E-117	IPR001204; IPR001204	Phosphate transporter; Phosphate transporter
XP_001694873.1	XP_001694873.1; XP_042927743.1	625; 642	Pfam	PF01384; PF01384	Phosphate transporter family; Phosphate transporter family	1.3E-119; 2.8E-121	IPR001204; IPR001204	Phosphate transporter; Phosphate transporter
XP_001695010.2	XP_001695010.2; XP_042926757.1	2526; 2520	Pfam	PF00211; PF00211	Adenylate and Guanylate cyclase catalytic domain; Adenylate and Guanylate cyclase catalytic domain	2.1E-54; 4.8E-54	IPR001054; IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase; Adenylyl cyclase class-3/4/guanylyl cyclase
XP_001695027.2	XP_001695027.2; XP_001695028.1	264; 255	Pfam	; 	; 	; 	; 	; 
XP_001695239.1	XP_001695239.1; XP_042927523.1	348; 369	Pfam	PF13391; PF13391	HNH endonuclease; HNH endonuclease	3.6E-7; 1.7E-6	IPR003615; IPR003615	HNH nuclease; HNH nuclease
XP_001695464.1	XP_001695464.1; XP_042924016.1	574; 663	Pfam	PF00909; PF00909	Ammonium Transporter Family; Ammonium Transporter Family	1.0E-56; 2.7E-55	IPR024041; IPR024041	Ammonium transporter AmtB-like domain; Ammonium transporter AmtB-like domain
XP_001695646.2	XP_001695646.2; XP_042917920.1	521; 554	Pfam	; 	; 	; 	; 	; 
XP_001695804.2	XP_001695804.2; XP_042916161.1	501; 536	Pfam	; 	; 	; 	; 	; 
XP_001695837.1	XP_001695837.1; XP_042916106.1	175; 196	Pfam	PF00254; PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase; FKBP-type peptidyl-prolyl cis-trans isomerase	4.5E-31; 5.2E-32	IPR001179; IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain; FKBP-type peptidyl-prolyl cis-trans isomerase domain
XP_001695867.2	XP_001695867.2; XP_001695972.2	658; 662	Pfam	; 	; 	; 	; 	; 
XP_001695896.2	XP_001695896.2; XP_042916192.1	432; 479	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	5.6E-53; 8.7E-51	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
XP_001695982.2	XP_001695982.2; XP_042916033.1	294; 246	Pfam	PF01738; PF01738	Dienelactone hydrolase family; Dienelactone hydrolase family	4.2E-17; 4.8E-21	IPR002925; IPR002925	Dienelactone hydrolase; Dienelactone hydrolase
